Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
03/09/2024 02:13 p. m.,Ordeño,15:01,12.23,2,,,,,1,DI,0.96,0.72,0.78,0.72,340,0,0,371,5.61,4.46,4.56,4.73,VMS 3,,Tanque,,1.38,1.26,1.14,1.08,3.55,2.40,2.50,3.78
15/09/2024 12:12 a. m.,Ordeño,08:43,9.22,1,,,,,1,DD,0.84,0.72,0.84,0.60,0,0,0,0,3.93,6.65,4.49,4.09,VMS 3,,Tanque,,1.14,1.20,1.20,0.96,2.31,2.24,2.62,2.05
15/09/2024 09:48 p. m.,Ordeño,13:10,6.03,4,,,DD,,1,DD,0.78,0.42,0.78,0.60,0,0,0,0,4.64,7.24,4.69,5.22,VMS 3,,Tanque,,1.14,0.78,1.14,0.90,1.37,0.56,2.05,2.05
16/09/2024 01:45 p. m.,Ordeño,12:00,9.23,2,,,,,1,TD,0.72,0.72,0.78,0.48,0,0,0,0,4.25,4.88,4.32,7.77,VMS 3,,Tanque,,1.74,1.20,1.20,0.72,1.85,4.02,2.54,0.82
17/09/2024 02:54 p. m.,Ordeño,10:29,9.91,2,,,,,1,TD,0.78,0.72,0.72,0.60,0,0,0,0,4.24,4.81,4.47,7.84,VMS 3,,Tanque,,1.02,1.08,1.02,0.84,1.84,3.76,2.74,1.57
18/09/2024 09:42 a. m.,Ordeño,12:33,7.88,2,,,DD,DD,1,TD,0.78,0.00,0.84,0.54,0,0,0,0,4.36,0.00,4.52,7.17,VMS 3,,Tanque,,1.14,0.00,1.20,0.78,2.32,0.00,3.80,1.76
18/09/2024 11:08 p. m.,Ordeño,13:11,7.04,4,,,,,1,DD,0.72,0.54,0.72,0.54,0,0,0,0,4.22,6.33,4.51,4.51,VMS 3,,Tanque,,0.90,0.84,1.02,0.78,1.69,0.99,2.78,1.58
20/09/2024 06:44 a. m.,Ordeño,09:50,10.38,1,,,,,1,DD,0.66,0.66,0.72,0.66,0,0,0,0,3.83,5.36,4.69,4.88,VMS 3,,Tanque,,1.08,1.02,1.08,1.02,2.20,1.87,3.66,2.65
20/09/2024 10:11 p. m.,Ordeño,12:01,7.70,3,,DI,,,1,DD,0.60,0.54,0.66,0.54,0,0,0,0,3.76,5.52,4.08,4.26,VMS 3,,Tanque,,1.08,0.84,1.02,0.96,1.17,1.50,3.17,1.86
21/09/2024 08:19 p. m.,Ordeño,13:53,9.32,3,,,,,1,DD,0.66,0.66,0.72,0.54,339,0,0,374,4.60,5.97,4.41,4.53,VMS 3,,Tanque,,1.26,0.96,1.08,0.84,2.05,2.21,2.99,2.07
22/09/2024 05:39 p. m.,Ordeño,16:41,11.18,2,,,,,1,DD,0.72,0.60,0.84,0.48,317,0,0,576,4.39,5.83,4.58,4.58,VMS 3,,Tanque,,1.44,0.96,1.32,0.78,2.93,1.79,4.73,1.73
23/09/2024 05:14 p. m.,Ordeño,12:29,13.34,3,,,,,1,DD,0.78,0.60,0.78,0.72,0,0,0,0,4.38,5.84,4.54,4.80,VMS 3,,Tanque,,1.26,0.96,1.14,1.14,3.11,1.99,3.60,4.64
