Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
22/02/2025 05:15 p. m.,Ordeño,04:53,9.45,2,,,,,1,,1.14,1.20,1.08,1.26,1278,0,480,546,5.55,5.43,5.31,5.76,VMS 3,,Divert 3,,1.62,1.50,1.56,1.68,2.83,2.16,1.95,2.51
23/02/2025 04:55 p. m.,Ordeño,07:54,19.38,1,,,,,1,,1.14,1.20,0.90,1.14,1001,0,0,342,5.44,5.40,5.28,5.79,VMS 3,,Divert 3,,1.56,1.62,1.26,1.50,5.84,4.63,4.36,4.55
24/02/2025 08:18 a. m.,Ordeño,08:40,13.84,1,,,,,1,,0.84,1.02,0.78,0.84,950,0,0,0,4.54,4.66,4.62,4.88,VMS 3,,Divert 3,,1.32,1.38,1.14,1.14,3.84,3.22,3.26,3.52
25/02/2025 10:35 a. m.,Ordeño,07:37,17.98,1,,,,,1,,1.26,1.14,1.02,1.02,447,0,0,0,4.92,4.69,4.95,4.54,VMS 3,,Divert 3,,1.80,1.62,1.50,1.62,6.41,4.13,4.59,2.85
01/03/2025 10:53 a. m.,Ordeño,07:32,18.69,1,,,,,1,,1.14,1.08,1.02,0.96,0,0,0,0,4.72,4.81,4.77,4.06,VMS 3,,Tanque,,1.62,1.50,1.44,1.80,4.87,4.37,4.69,4.76
03/03/2025 05:50 a. m.,Ordeño,09:19,21.19,1,,,,,1,,1.02,0.96,0.96,0.96,983,0,0,0,5.80,5.82,5.84,6.12,VMS 3,,Tanque,,1.62,1.62,1.32,1.50,5.00,4.28,5.70,6.21
10/03/2025 02:43 a. m.,Ordeño,11:17,22.91,1,,,,,1,,0.84,1.02,0.90,0.90,441,1402,0,0,5.66,5.42,5.60,0.00,VMS 1,,Divert 3,Sangre por pezón por encima del umbral,1.32,1.56,1.56,1.62,5.06,4.89,6.98,5.98
15/03/2025 11:28 p. m.,Ordeño,12:05,22.47,1,,,,,1,,0.96,1.02,0.90,1.02,0,658,0,0,5.22,4.49,5.37,0.00,VMS 1,,Tanque,,1.62,1.44,1.44,1.62,4.78,4.86,7.64,5.19
16/03/2025 09:39 p. m.,Ordeño,08:03,17.32,1,,,,,1,,0.90,1.08,1.02,0.96,0,0,0,0,4.67,4.62,4.58,0.00,VMS 1,,Tanque,,1.32,1.68,1.50,1.44,3.64,4.67,4.51,4.50
04/06/2025 01:09 a. m.,Ordeño,09:52,25.86,1,,,,,1,,1.14,1.14,1.08,1.20,0,0,0,0,4.54,4.60,4.73,0.00,VMS 1,,Tanque,,1.50,1.56,1.80,1.68,5.97,6.02,7.38,6.49
22/08/2025 01:17 a. m.,Ordeño,14:13,10.78,1,,,"DI,TD",TD,1,,0.84,1.20,1.14,0.30,0,0,0,0,4.53,5.12,5.11,0.00,VMS 3,,Tanque,,1.50,1.56,1.62,0.84,1.58,4.34,4.73,0.13
09/10/2025 01:32 p. m.,Ordeño,06:56,13.67,1,,,TD,,1,TI,1.14,1.20,0.96,1.14,0,0,0,0,4.76,4.82,5.02,3.77,VMS 3,,Tanque,,1.62,1.62,1.56,1.56,3.70,3.67,4.28,2.02
22/02/2025 03:49 a. m.,Ordeño,10:46,8.35,1,,,,,0,,1.02,0.48,1.02,0.48,7034,668,1784,448,3.97,4.29,4.18,4.43,VMS 3,,Divert 3,,1.68,1.56,1.38,1.02,3.54,0.99,2.65,1.17
26/02/2025 11:37 a. m.,Ordeño,10:23,17.07,1,,,,,0,"DI,DD,TI",1.08,1.20,0.90,0.84,463,0,0,0,5.06,4.95,4.97,3.51,VMS 3,,Tanque,,1.44,1.62,1.38,1.44,4.47,4.21,4.34,4.05
27/02/2025 06:02 p. m.,Ordeño,06:55,18.01,1,,,,,0,,1.14,1.20,1.08,1.08,369,0,0,0,4.83,4.82,4.93,4.11,VMS 3,,Tanque,,1.50,1.62,1.50,1.62,4.72,4.18,4.70,4.41
28/02/2025 11:45 a. m.,Ordeño,05:56,11.50,1,,,,,0,,1.02,1.02,0.90,0.84,0,0,0,0,4.28,4.55,4.48,3.04,VMS 3,,Tanque,,1.44,1.68,1.44,1.32,3.01,2.60,2.78,3.11
04/03/2025 06:48 a. m.,Ordeño,08:51,12.01,1,,,,,0,,0.90,0.84,0.78,0.78,0,0,0,0,4.22,4.36,4.37,3.27,VMS 3,,Tanque,,1.32,1.44,1.20,1.20,3.28,2.89,2.97,2.87
05/03/2025 06:00 a. m.,Ordeño,11:17,11.71,1,,,TD,,0,,0.90,0.90,0.78,0.30,0,0,0,0,4.44,4.52,4.50,0.94,VMS 3,,Tanque,,1.68,1.38,1.38,0.42,4.06,3.55,3.87,0.23
05/03/2025 09:40 p. m.,Ordeño,10:05,13.66,2,,,,,0,,0.78,0.90,0.72,1.02,0,0,0,0,4.15,4.10,4.35,0.00,VMS 1,,Tanque,,1.14,1.26,1.20,1.50,2.81,2.87,3.14,4.84
06/03/2025 09:53 p. m.,Ordeño,08:41,16.84,1,,,,,0,,0.96,1.02,0.96,0.90,0,333,0,0,4.33,4.25,4.22,0.00,VMS 1,,Tanque,,1.68,1.56,1.50,1.50,3.80,4.76,5.11,3.17
07/03/2025 12:17 p. m.,Ordeño,11:21,11.98,1,,,,,0,,0.90,1.02,0.90,0.84,0,0,0,0,4.13,4.05,4.01,0.00,VMS 1,,Tanque,,1.32,1.50,1.32,1.38,3.10,3.07,3.33,2.48
08/03/2025 11:47 a. m.,Ordeño,09:07,19.78,1,,,,,0,,1.02,1.08,0.96,1.08,400,538,0,0,4.57,4.40,4.50,0.00,VMS 1,,Tanque,,1.44,1.50,1.50,1.62,4.90,4.88,5.58,4.42
11/03/2025 01:09 p. m.,Ordeño,10:10,21.32,1,,,,,0,,1.02,1.08,1.08,0.78,0,541,0,0,4.71,4.57,4.71,0.00,VMS 1,,Tanque,,1.56,1.50,1.62,1.38,5.41,4.66,6.13,5.12
12/03/2025 07:27 a. m.,Ordeño,07:47,15.78,1,,,,,0,,0.90,0.96,1.02,0.90,0,0,0,0,4.41,4.37,4.42,0.00,VMS 1,,Tanque,,1.26,1.50,1.44,1.32,3.74,4.01,4.30,3.73
13/03/2025 07:16 a. m.,Ordeño,08:02,17.77,1,,,,,0,,0.96,1.02,1.08,0.90,0,332,0,0,4.60,4.68,4.72,0.00,VMS 1,,Tanque,,1.38,1.44,1.50,1.50,4.28,4.35,5.05,4.09
13/03/2025 02:15 p. m.,Ordeño,06:51,3.86,2,,,DI,DI,0,,0.00,0.78,0.78,0.84,0,0,0,0,0.00,4.13,4.20,0.00,VMS 1,,Tanque,,0.00,1.32,1.20,1.38,0.00,1.22,1.39,1.25
14/03/2025 08:09 a. m.,Ordeño,08:27,17.83,1,,,,,0,,0.96,0.96,1.02,0.84,0,0,0,0,4.80,4.75,4.86,0.00,VMS 1,,Tanque,,1.38,1.44,1.38,1.32,5.07,4.15,4.56,4.05
17/03/2025 05:53 a. m.,Ordeño,07:52,8.50,1,,,,,0,,0.66,0.84,0.84,0.54,0,0,0,0,4.46,4.41,4.66,0.00,VMS 1,,Tanque,,1.08,1.20,1.26,0.90,1.99,2.03,2.16,2.32
17/03/2025 09:47 p. m.,Ordeño,06:00,17.05,2,,TD,,,0,,0.90,1.08,0.90,0.96,0,0,0,0,4.95,4.82,5.10,0.00,VMS 1,,Tanque,,1.38,1.50,1.38,1.62,4.18,4.31,4.58,3.98
18/03/2025 09:53 p. m.,Ordeño,09:49,23.33,1,,,,,0,,1.02,1.08,0.96,1.08,0,0,0,0,4.76,4.64,5.01,0.00,VMS 1,,Tanque,,1.38,1.50,1.50,1.68,5.09,5.21,6.59,6.44
19/03/2025 09:51 p. m.,Ordeño,08:55,23.23,1,,,,,0,,1.02,1.14,1.02,0.96,0,0,0,0,4.50,4.42,4.55,0.00,VMS 1,,Tanque,,1.38,1.44,1.62,1.44,5.35,5.62,6.54,5.72
20/03/2025 05:54 a. m.,Ordeño,14:14,3.68,1,,,"DD,TD","DD,TD",0,,0.96,0.00,0.84,0.00,0,0,0,0,3.81,0.00,3.66,0.00,VMS 1,,Tanque,,1.44,0.00,1.14,0.00,1.60,0.00,2.08,0.00
20/03/2025 07:51 a. m.,Ordeño,12:09,6.75,2,,TI,,,0,,0.72,0.60,0.78,0.66,0,0,0,0,4.09,2.88,0.00,4.14,VMS 1,,Tanque,,1.08,1.20,1.62,1.14,2.41,0.61,0.91,2.82
20/03/2025 11:08 p. m.,Ordeño,07:30,17.14,3,,,,,0,,0.90,1.02,0.96,0.96,0,0,0,0,4.54,4.61,4.65,0.00,VMS 1,,Tanque,,1.32,1.50,1.38,1.56,4.21,4.11,4.76,4.06
22/03/2025 02:38 a. m.,Ordeño,09:21,23.75,1,,,,,0,,0.96,1.02,1.02,1.08,0,449,0,0,4.63,4.69,4.82,0.00,VMS 1,,Tanque,,1.38,1.50,1.50,1.44,4.94,5.70,7.11,6.00
22/03/2025 10:28 p. m.,Ordeño,08:28,18.96,2,,,,,0,,0.90,0.96,1.02,0.96,0,0,0,0,4.31,4.30,4.33,0.00,VMS 1,,Tanque,,1.38,1.38,1.44,1.44,4.34,4.70,5.31,4.61
23/03/2025 10:48 a. m.,Ordeño,07:47,11.19,1,,DD,DD,,0,,1.02,0.60,1.02,0.90,0,0,0,0,4.33,3.69,4.44,0.00,VMS 1,,Tanque,,1.38,1.26,1.44,1.56,3.19,0.35,4.04,3.61
24/03/2025 03:59 a. m.,Ordeño,08:11,18.98,1,,TI,,,0,,0.90,0.96,1.02,1.02,0,0,0,0,4.75,4.41,4.58,0.00,VMS 1,,Tanque,,1.32,1.44,1.92,1.56,4.19,4.51,5.32,4.96
24/03/2025 09:29 p. m.,Ordeño,09:16,19.47,2,,"DI,TD",,,0,,0.84,0.96,1.02,0.90,0,0,0,0,4.49,4.53,4.59,0.00,VMS 1,,Tanque,,1.32,1.50,1.68,1.80,3.42,5.32,6.70,4.03
25/03/2025 07:04 a. m.,Ordeño,09:03,13.32,1,,,,,0,,0.84,0.78,0.84,0.84,0,0,0,0,4.62,4.46,4.46,0.00,VMS 1,,Tanque,,1.26,1.20,1.44,1.32,2.51,3.09,3.41,4.31
25/03/2025 10:26 p. m.,Ordeño,09:01,19.34,2,,,,,0,,0.84,0.90,0.96,0.90,0,0,0,0,4.75,4.52,4.60,0.00,VMS 1,,Tanque,,1.32,1.44,1.56,1.38,4.29,4.99,5.27,4.79
26/03/2025 10:47 a. m.,Ordeño,08:22,15.54,1,,,,,0,,0.96,0.90,0.90,0.90,0,0,0,0,4.55,4.30,4.55,0.00,VMS 1,,Tanque,,1.38,1.32,1.32,1.38,3.55,3.99,4.19,3.81
26/03/2025 07:40 p. m.,Ordeño,06:53,10.88,2,,,,,0,,0.78,0.84,0.84,0.78,0,0,0,0,4.59,4.33,4.61,0.00,VMS 1,,Tanque,,1.20,1.26,1.44,1.26,2.46,2.71,3.09,2.62
27/03/2025 12:01 p. m.,Ordeño,07:37,21.76,1,,TI,,,0,,0.96,1.02,1.02,1.02,0,0,0,0,4.77,4.63,4.66,0.00,VMS 1,,Tanque,,1.44,1.62,1.62,1.38,4.89,5.52,5.81,5.54
28/03/2025 12:02 a. m.,Ordeño,07:05,14.49,1,,TI,,,0,,0.84,0.90,0.90,0.90,0,0,0,0,4.35,4.30,4.47,0.00,VMS 1,,Tanque,,1.20,1.32,1.56,1.44,3.46,3.80,3.63,3.60
28/03/2025 10:20 a. m.,Ordeño,08:21,13.54,2,,TI,,,0,,0.84,0.84,0.90,0.90,0,0,0,0,4.51,4.50,4.66,0.00,VMS 1,,Tanque,,1.20,1.32,1.44,1.32,3.27,3.50,3.37,3.40
28/03/2025 09:11 p. m.,Ordeño,08:25,15.51,3,,,,,0,,0.90,0.84,0.90,0.84,0,0,0,0,4.59,4.56,4.65,0.00,VMS 1,,Tanque,,1.32,1.38,1.56,1.38,3.45,3.65,4.82,3.59
29/03/2025 09:51 a. m.,Ordeño,07:49,17.88,1,,,,,0,,0.96,0.96,0.90,0.96,0,0,0,0,4.73,4.56,4.65,0.00,VMS 1,,Tanque,,1.32,1.44,1.26,1.44,4.13,4.51,4.97,4.27
29/03/2025 11:09 p. m.,Ordeño,09:28,18.25,2,,,,,0,,0.90,0.90,0.90,0.96,0,0,0,0,4.46,4.44,4.44,0.00,VMS 1,,Tanque,,1.38,1.44,1.26,1.32,4.23,4.54,5.09,4.39
30/03/2025 08:04 a. m.,Ordeño,06:10,11.70,1,,,,,0,,0.96,0.96,0.96,0.96,0,0,0,0,4.32,4.31,4.37,0.00,VMS 1,,Tanque,,1.44,1.38,1.32,1.38,2.80,2.88,3.14,2.88
