Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
07/08/2022 03:53 p. m.,Ordeño,05:26,18.48,1,,TD,,,1,DI,1.80,2.28,2.22,1.98,0,0,0,0,7.37,5.80,5.08,5.49,VMS 3,,Tanque,,2.64,3.24,2.82,0.10,3.09,5.32,6.09,3.98
07/08/2022 06:20 p. m.,Ordeño,09:25,2.18,2,,,"DI,DD,TI",,1,TD,0.48,0.24,0.36,0.66,0,0,0,0,3.44,4.26,2.75,4.70,VMS 3,,Tanque,,1.02,1.02,1.02,1.50,0.33,0.41,0.50,0.94
08/08/2022 10:01 a. m.,Ordeño,04:59,6.51,2,,,DI,,1,DI,0.36,1.98,2.04,1.08,0,0,0,0,5.78,4.17,4.08,4.13,VMS 3,,Tanque,,1.02,2.58,2.82,1.56,0.50,2.24,2.23,1.54
23/10/2022 04:32 p. m.,Ordeño,04:43,12.91,2,,DI,,,1,"DI,DD",1.92,1.44,1.80,1.74,0,0,0,0,4.63,4.25,3.72,3.34,VMS 1,,Tanque,,2.58,1.98,2.34,2.70,3.01,2.85,3.55,3.50
27/10/2022 05:19 p. m.,Ordeño,05:56,8.65,3,,,"TI,TD",,1,DD,1.62,1.92,1.62,0.84,0,0,0,0,5.41,5.75,4.59,4.88,VMS 1,,Tanque,,2.40,2.40,2.64,1.68,3.37,3.68,1.03,0.57
28/10/2022 04:12 a. m.,Ordeño,06:22,21.49,1,,DI,,,1,DI,1.38,2.28,2.52,2.16,0,0,0,0,4.99,4.59,3.87,4.37,VMS 1,,Tanque,,2.46,2.76,3.12,3.00,1.97,5.45,8.13,5.94
29/10/2022 01:24 p. m.,Ordeño,07:59,24.41,2,,DI,,,1,"DI,DD",1.68,2.10,1.74,1.92,0,0,0,0,5.17,4.95,3.33,3.64,VMS 1,,Tanque,,2.46,2.82,2.40,2.70,2.86,6.24,8.61,6.70
30/10/2022 12:00 a. m.,Ordeño,06:32,21.59,1,,DI,,,1,DD,1.80,1.86,2.04,1.56,0,0,0,0,4.81,4.91,3.59,3.18,VMS 1,,Tanque,,2.58,2.34,2.64,2.16,2.72,5.23,7.59,6.05
30/10/2022 10:40 a. m.,Ordeño,06:50,16.17,3,,DI,,,1,"DI,DD",1.38,2.10,2.04,1.80,0,0,0,0,4.95,5.42,4.18,4.07,VMS 1,,Tanque,,2.28,2.70,2.64,2.46,1.76,4.12,5.59,4.70
05/11/2022 06:06 p. m.,Ordeño,06:54,30.26,2,,,,,1,"DI,DD",2.04,2.16,2.10,2.10,0,0,0,0,5.28,5.28,3.82,4.50,VMS 1,,Tanque,,2.70,2.58,2.64,2.58,5.79,7.02,9.69,7.76
18/11/2022 03:19 p. m.,Ordeño,04:32,15.58,3,,,,,1,DD,1.86,2.10,2.10,2.22,0,0,0,0,5.28,5.69,4.75,5.11,VMS 1,,Tanque,,2.40,2.64,2.82,2.88,3.46,3.56,4.81,3.75
19/11/2022 01:41 a. m.,Ordeño,05:49,21.43,1,,DI,,,1,DD,1.86,2.28,2.34,2.28,0,0,0,0,5.07,5.85,4.81,4.97,VMS 1,,Tanque,,2.46,2.88,2.94,3.30,4.73,4.74,6.43,5.53
