Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
24/04/2025 08:04 p. m.,Ordeño,09:11,4.98,2,,,,,1,,0.36,0.48,0.42,0.42,0,0,563,0,4.22,4.53,4.95,4.46,VMS 2,,Tanque,,0.84,0.78,0.78,0.66,1.15,1.82,1.13,0.88
02/05/2025 03:13 p. m.,Ordeño,06:24,4.18,2,,,,,1,,0.36,0.42,0.36,0.36,0,0,0,0,4.40,4.63,4.94,5.13,VMS 2,,Tanque,,0.60,0.72,0.66,0.84,0.89,1.04,1.20,1.05
04/05/2025 08:22 p. m.,Ordeño,11:16,7.98,1,,,,DI,1,"DD,TI",0.00,0.48,0.42,0.54,0,629,446,0,0.00,7.17,6.50,4.80,VMS 2,,Tanque,,0.00,0.78,0.90,1.02,0.00,2.49,3.01,2.48
05/05/2025 07:56 p. m.,Ordeño,10:11,4.25,1,,TI,TD,TD,1,TI,0.42,0.36,0.36,0.00,678,302,0,0,3.54,4.37,4.81,0.00,VMS 2,,Tanque,,0.72,0.66,0.90,0.00,1.59,1.37,1.29,0.00
06/05/2025 10:11 a. m.,Ordeño,08:55,5.35,1,,,,,1,TD,0.30,0.42,0.42,0.42,0,0,0,0,4.36,4.70,4.97,5.39,VMS 2,,Tanque,,0.60,0.66,0.72,1.08,0.60,1.64,1.78,1.33
11/05/2025 09:17 a. m.,Ordeño,09:30,8.16,1,,,,,1,,0.36,0.54,0.36,0.48,0,0,0,0,4.78,4.55,4.90,4.87,VMS 2,,Tanque,,0.72,0.78,0.72,1.08,1.19,2.95,1.40,2.62
12/05/2025 06:51 a. m.,Ordeño,10:39,11.39,1,,,,,1,,0.48,0.54,0.42,0.54,0,0,0,0,4.89,4.60,5.09,4.91,VMS 2,,Tanque,,0.84,0.90,0.78,1.08,2.26,3.09,2.89,3.15
14/05/2025 01:09 a. m.,Ordeño,12:41,13.63,1,,,,,1,"DI,TI",0.54,0.54,0.48,0.48,380,310,459,0,6.18,4.43,5.56,4.67,VMS 2,,Tanque,,0.96,0.90,0.84,0.96,3.28,3.04,4.34,2.97
18/05/2025 07:55 p. m.,Ordeño,11:36,4.51,2,,"TI,TD","TI,TD",TI,1,TD,0.42,0.42,0.30,0.42,0,0,0,0,3.95,3.94,2.88,7.24,VMS 2,,Tanque,,0.84,0.72,0.72,0.66,2.58,1.35,0.17,0.41
19/05/2025 04:10 a. m.,Ordeño,08:46,7.60,1,,,,,1,TD,0.36,0.42,0.42,0.54,0,0,0,0,3.82,4.12,4.41,6.14,VMS 2,,Tanque,,0.66,0.66,0.84,1.14,1.03,1.54,2.28,2.75
19/05/2025 03:00 p. m.,Ordeño,08:25,5.49,2,,,TD,,1,TD,0.36,0.42,0.42,0.42,0,0,0,0,3.94,4.08,4.41,4.93,VMS 2,,Tanque,,0.60,0.78,0.72,0.78,1.38,1.96,1.78,0.37
