Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
28/09/2022 07:58 a. m.,Ordeño,08:21,14.38,1,,TD,,,1,,0.72,0.60,1.02,0.72,0,0,0,0,4.20,4.41,4.39,4.43,VMS 3,,Tanque,,1.26,1.02,1.50,1.38,1.16,3.11,5.82,4.29
28/09/2022 09:36 p. m.,Ordeño,10:12,7.14,2,,,TI,,1,TI,0.42,0.30,0.72,0.96,0,0,0,0,3.85,4.17,4.68,4.32,VMS 3,,Tanque,,0.78,0.96,1.08,1.62,0.57,1.32,2.14,3.11
01/10/2022 09:14 p. m.,Ordeño,09:08,8.36,2,,,TD,,1,,0.54,0.42,0.66,0.54,0,0,0,0,4.92,4.81,4.73,4.91,VMS 3,,Tanque,,0.84,0.90,1.14,0.84,0.68,1.62,4.30,1.76
07/10/2022 08:07 a. m.,Ordeño,10:00,11.40,1,,,,,1,,0.60,0.54,0.72,0.54,0,0,0,0,5.12,4.97,4.97,4.97,VMS 3,,Tanque,,1.02,0.90,1.20,1.08,0.81,2.16,5.06,3.37
08/10/2022 01:55 a. m.,Ordeño,09:00,10.70,1,,,,,1,,0.60,0.60,0.78,0.54,0,0,0,0,5.04,5.04,4.87,4.96,VMS 3,,Tanque,,0.96,0.96,1.32,0.90,0.73,1.96,4.69,3.32
15/10/2022 02:22 a. m.,Ordeño,13:00,21.43,1,,,,,1,,0.66,0.72,0.90,0.78,0,0,0,0,5.20,5.17,4.99,5.07,VMS 3,,Drenaje,,0.90,1.08,1.38,1.32,1.42,4.09,8.82,7.10
22/10/2022 09:09 a. m.,Ordeño,11:17,19.25,1,,,,,1,,0.60,0.78,1.02,0.84,0,0,0,0,4.53,4.62,4.38,4.63,VMS 3,,Drenaje,,0.84,1.20,1.56,1.98,1.28,3.57,8.27,6.13
23/10/2022 03:15 a. m.,Ordeño,11:58,18.72,1,,,,,1,,0.66,0.78,0.90,0.72,0,0,0,0,4.68,4.70,4.52,4.66,VMS 3,,Drenaje,,1.08,1.26,1.44,1.50,1.28,3.57,8.07,5.80
24/10/2022 12:56 a. m.,Ordeño,13:49,24.62,1,,,,,1,,0.66,0.72,0.96,0.84,0,0,0,0,4.73,4.68,4.60,4.68,VMS 3,,Drenaje,,1.26,1.14,1.38,1.32,1.67,4.68,10.36,7.91
27/10/2022 04:46 p. m.,Ordeño,12:59,23.41,1,,,,,1,,0.60,0.72,0.90,1.02,0,0,0,0,4.55,4.69,4.82,4.56,VMS 3,,Drenaje,,0.84,1.02,1.38,2.46,1.46,4.12,9.25,8.58
31/10/2022 09:03 a. m.,Ordeño,10:22,21.33,1,,,,,1,,0.60,0.78,1.14,1.02,0,0,0,0,4.64,4.81,4.65,5.00,VMS 3,,Tanque,,1.02,1.26,1.74,1.80,1.40,3.92,8.89,7.12
07/11/2022 04:57 p. m.,Ordeño,08:21,12.93,1,,,,,1,,0.48,0.48,0.96,0.78,0,0,0,0,4.43,4.56,4.60,4.63,VMS 3,,Tanque,,0.72,0.84,1.44,1.38,0.77,2.26,5.32,4.58
11/11/2022 03:08 p. m.,Ordeño,13:44,24.65,1,,,,,1,,0.54,0.60,0.96,0.84,0,0,0,0,4.90,4.82,4.83,4.95,VMS 3,,Tanque,,0.90,1.08,1.50,1.26,1.56,4.38,10.37,8.34
17/11/2022 02:40 a. m.,Ordeño,12:14,25.01,1,,,,,1,,0.60,0.72,1.14,0.90,0,0,0,0,4.79,4.67,4.72,4.71,VMS 3,,Tanque,,0.84,1.20,1.74,1.38,1.59,4.62,10.63,8.17
04/12/2022 06:22 p. m.,Ordeño,12:16,20.54,2,,,,,1,"DI,TD",0.48,0.60,0.96,0.90,0,0,0,0,5.72,4.13,3.12,5.73,VMS 3,,Tanque,,0.72,1.08,1.32,1.26,1.08,3.36,8.90,7.20
05/12/2022 03:52 p. m.,Ordeño,13:42,23.65,1,,,,,1,"DI,TD",0.48,0.66,0.96,0.90,0,0,0,0,5.25,4.73,4.25,5.33,VMS 3,,Tanque,,0.78,1.20,1.38,1.32,1.48,4.64,9.81,7.72
23/12/2022 03:06 p. m.,Ordeño,12:41,22.19,1,,,,,1,,0.48,0.60,1.08,0.78,0,0,0,0,4.67,4.37,4.46,4.52,VMS 3,,Tanque,,0.78,0.96,1.38,1.38,1.17,3.84,9.28,7.90
30/12/2022 01:39 a. m.,Ordeño,11:35,21.40,1,,,,,1,,0.48,0.72,1.02,0.96,0,0,0,0,4.79,4.43,4.34,4.53,VMS 3,,Tanque,,0.72,1.20,1.32,1.50,1.02,3.58,8.86,7.94
01/01/2023 04:07 p. m.,Ordeño,13:47,27.05,1,,,,,1,DI,0.48,0.66,0.78,1.02,0,0,0,0,6.23,5.64,5.10,5.54,VMS 3,,Tanque,,1.02,1.08,1.38,1.68,1.72,6.18,7.71,11.44
01/01/2023 10:56 p. m.,Ordeño,10:16,10.32,2,,,"DD,TD",,1,,0.36,0.30,0.96,0.72,0,0,0,0,4.62,4.35,4.73,4.46,VMS 3,,Tanque,,1.02,0.84,1.74,1.20,0.39,0.98,7.02,1.93
07/01/2023 01:26 a. m.,Ordeño,11:48,21.98,1,,,,,1,,0.48,0.60,1.08,1.02,0,0,0,0,4.49,4.46,4.41,4.80,VMS 3,,Tanque,,0.84,1.02,1.56,1.44,1.05,3.64,9.91,7.38
10/01/2023 11:04 p. m.,Ordeño,14:43,26.07,2,,,,,1,,0.60,0.60,1.08,0.96,0,0,0,0,4.65,4.42,4.24,4.25,VMS 3,,Tanque,,0.96,0.96,1.62,1.50,1.28,4.26,11.39,9.14
15/01/2023 03:27 p. m.,Ordeño,08:51,14.18,2,,,,,1,,0.42,0.54,1.02,0.96,0,0,0,0,4.89,4.54,4.52,4.61,VMS 3,,Tanque,,0.66,0.78,1.38,1.50,0.70,2.50,5.76,5.22
20/01/2023 05:05 a. m.,Ordeño,11:17,25.62,1,,,,,1,,0.66,0.78,1.26,1.02,0,0,0,0,5.48,5.29,5.05,5.42,VMS 3,,Drenaje,,1.08,1.20,2.16,1.38,1.16,4.55,11.00,8.91
21/01/2023 11:56 p. m.,Ordeño,09:28,20.64,1,,,,,1,,0.48,0.66,1.32,1.08,0,0,0,0,4.96,4.71,4.55,4.81,VMS 3,,Drenaje,,0.72,1.20,1.74,1.68,0.95,3.59,9.09,7.01
30/01/2023 05:09 p. m.,Ordeño,12:47,28.67,1,,,,,1,DI,0.66,0.66,1.38,0.96,0,0,0,0,7.37,5.56,5.88,5.64,VMS 3,,Drenaje,,1.02,1.08,1.86,1.38,1.62,5.11,12.57,9.37
02/02/2023 02:39 a. m.,Ordeño,07:59,15.79,1,,,,,1,,0.42,0.66,1.26,1.02,0,0,0,0,5.29,4.96,4.84,4.87,VMS 3,,Drenaje,,0.72,1.14,1.74,1.62,0.80,2.78,6.81,5.40
02/02/2023 03:36 p. m.,Ordeño,08:25,16.19,2,,,,,1,,0.48,0.78,1.32,0.90,0,0,0,0,5.50,5.04,4.84,5.00,VMS 3,,Drenaje,,0.84,1.26,1.74,1.26,0.83,2.61,7.22,5.53
04/02/2023 03:24 p. m.,Ordeño,12:49,27.74,1,,,,,1,,0.48,0.78,1.20,1.02,0,0,0,0,5.24,4.88,4.63,4.80,VMS 3,,Tanque,,0.78,1.26,1.68,1.50,1.26,4.92,12.02,9.54
05/02/2023 04:47 p. m.,Ordeño,12:52,30.47,1,,,,,1,DI,0.60,0.84,1.32,1.14,0,0,0,0,5.44,4.77,4.66,4.83,VMS 3,,Tanque,,1.02,1.32,1.86,1.50,1.33,5.40,13.24,10.50
07/02/2023 08:38 a. m.,Ordeño,12:03,24.53,1,,,,,1,,0.54,0.72,1.20,1.08,0,0,0,0,5.08,4.70,4.75,4.63,VMS 3,,Tanque,,0.84,1.14,1.86,1.56,1.00,4.48,11.15,7.90
08/02/2023 08:23 a. m.,Ordeño,13:51,27.90,1,,,,,1,,0.42,0.72,1.14,0.90,0,0,0,0,5.37,4.75,4.69,4.68,VMS 3,,Tanque,,0.84,1.08,1.50,1.38,1.24,4.94,12.63,9.09
11/02/2023 03:03 p. m.,Ordeño,11:14,19.22,1,,,,,1,,0.42,0.72,1.02,0.90,0,0,0,0,5.72,5.06,5.06,5.27,VMS 3,,Tanque,,0.66,1.14,1.38,1.38,0.66,3.40,8.56,6.60
12/02/2023 12:55 a. m.,Ordeño,08:44,13.09,1,,,,,1,,0.36,0.66,1.02,0.96,0,0,0,0,5.26,4.67,4.66,4.71,VMS 3,,Tanque,,0.60,1.14,1.44,1.38,0.52,2.18,5.98,4.41
12/02/2023 11:00 a. m.,Ordeño,07:50,12.34,2,,,,,1,DI,0.36,0.54,1.08,0.96,0,0,0,0,5.47,4.78,4.67,4.77,VMS 3,,Tanque,,0.60,0.90,1.44,1.32,0.47,2.12,5.46,4.29
12/02/2023 11:55 p. m.,Ordeño,08:36,12.53,1,,,,,1,,0.36,0.60,0.96,0.78,0,0,0,0,4.75,4.53,4.40,4.82,VMS 3,,Tanque,,0.60,0.90,1.44,1.26,0.44,2.08,5.62,4.39
13/02/2023 04:24 p. m.,Ordeño,09:44,21.78,2,,,,,1,DI,0.54,0.78,1.38,1.02,0,0,0,0,6.12,5.12,5.04,5.83,VMS 3,,Tanque,,0.84,1.20,1.98,1.44,0.74,3.78,9.60,7.66
