Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
09/09/2022 11:30 a. m.,Ordeño,10:43,10.30,1,,,,,1,DI,0.78,0.84,0.66,0.54,3699,999,389,0,4.84,4.73,4.53,3.78,VMS 3,,Divert 3,,1.20,1.26,1.14,1.08,2.41,2.36,2.25,3.28
10/09/2022 02:58 a. m.,Ordeño,13:29,13.37,1,,,,,1,,0.54,0.60,0.72,0.48,2699,1697,0,0,4.36,4.39,4.65,4.35,VMS 3,,Divert 3,,0.84,0.96,1.26,0.90,3.55,3.92,2.54,3.36
10/09/2022 07:55 p. m.,Ordeño,10:23,12.97,2,,,,,1,,0.54,0.60,0.60,0.42,1699,386,0,0,4.80,4.87,4.75,4.81,VMS 3,,Divert 3,,0.78,1.02,1.08,0.90,3.39,3.24,3.20,3.14
05/10/2022 10:47 p. m.,Ordeño,15:18,6.47,3,,,TI,TI,1,,0.42,0.42,0.00,0.42,0,0,0,0,4.43,4.15,0.00,3.05,VMS 3,,Tanque,,0.66,0.78,0.00,0.90,2.74,3.37,0.00,0.36
13/10/2022 08:39 p. m.,Ordeño,11:33,3.71,4,,,TI,,1,"TI,TD",0.42,0.48,0.36,0.36,0,0,0,1177,4.71,5.01,6.77,5.83,VMS 3,,Tanque,,0.60,0.72,0.78,0.90,1.33,1.63,0.20,0.55
16/10/2022 06:49 p. m.,Ordeño,08:15,5.96,3,,TI,,,1,,0.48,0.48,0.48,0.60,0,0,0,0,3.92,3.96,4.45,1.34,VMS 3,,Tanque,,0.78,0.78,1.08,1.44,1.78,1.91,1.82,0.45
19/10/2022 03:54 p. m.,Ordeño,12:32,6.22,3,,DI,,DI,1,TD,0.18,0.48,0.54,0.24,0,0,0,0,1.88,4.68,4.62,6.25,VMS 3,,Tanque,,0.36,0.96,0.84,0.54,0.08,2.88,2.86,0.40
24/10/2022 11:39 p. m.,Ordeño,11:54,5.99,3,,TI,TI,TD,1,TD,0.54,0.42,0.36,0.18,0,0,0,0,3.78,3.84,3.82,7.17,VMS 3,,Tanque,,0.78,0.84,0.90,0.42,2.79,2.62,0.52,0.06
02/11/2022 12:42 a. m.,Ordeño,11:40,10.69,1,,,,,1,TD,0.60,0.48,0.66,0.24,0,0,0,0,4.32,4.11,4.05,6.14,VMS 3,,Tanque,,0.96,0.84,0.96,0.84,3.27,3.48,3.63,0.31
06/11/2022 01:46 a. m.,Ordeño,11:36,7.38,1,,,TI,TI,1,TD,0.72,0.48,0.00,0.30,0,0,0,0,4.32,4.36,0.00,7.57,VMS 3,,Tanque,,1.08,0.72,0.00,0.78,3.36,3.55,0.00,0.47
06/11/2022 06:01 a. m.,Ordeño,09:16,5.07,2,,,TI,TI,1,TD,0.48,0.48,0.00,0.30,0,0,0,0,4.08,4.11,0.00,7.64,VMS 3,,Tanque,,0.78,0.72,0.00,0.90,1.92,2.42,0.00,0.73
06/11/2022 10:00 a. m.,Ordeño,09:07,4.30,3,,,DI,DI,1,TD,0.00,0.54,0.66,0.30,0,0,0,0,0.00,4.51,4.72,8.71,VMS 3,,Tanque,,0.00,0.84,1.14,0.72,0.00,2.17,1.78,0.35
06/11/2022 05:28 p. m.,Ordeño,12:18,3.78,4,,,"DI,TI",DI,1,,0.00,0.36,0.42,0.36,0,0,0,0,0.00,4.78,4.56,4.15,VMS 3,,Tanque,,0.00,0.66,0.84,1.20,0.00,2.84,0.60,0.34
07/11/2022 03:36 p. m.,Ordeño,11:27,10.17,3,,,,,1,TD,0.48,0.48,0.54,0.30,0,0,0,0,4.35,4.51,4.14,7.04,VMS 3,,Tanque,,0.78,0.90,0.96,0.78,3.10,3.79,2.88,0.40
08/11/2022 12:24 a. m.,Ordeño,14:00,10.51,1,,,,,1,TD,0.54,0.42,0.48,0.24,0,0,0,0,4.30,4.45,4.58,6.43,VMS 3,,Tanque,,0.84,0.84,0.84,0.78,3.99,3.73,2.46,0.33
11/11/2022 09:50 p. m.,Ordeño,16:01,12.33,2,,,,,1,TD,0.60,0.60,0.42,0.30,0,0,0,0,3.90,4.24,4.04,6.38,VMS 3,,Tanque,,1.08,0.96,0.66,0.96,4.44,4.36,3.01,0.52
14/11/2022 04:11 a. m.,Ordeño,11:27,5.49,1,,TI,TI,TI,1,TD,0.54,0.48,0.48,0.30,0,0,0,0,3.91,3.79,0.87,8.91,VMS 3,,Tanque,,1.08,0.84,0.84,0.90,1.94,2.79,0.09,0.67
14/11/2022 12:57 p. m.,Ordeño,17:24,9.85,2,,TI,DD,,1,TI,0.48,0.42,0.60,0.30,0,0,0,0,4.19,4.21,4.65,3.76,VMS 3,,Tanque,,0.72,0.78,1.02,0.60,2.09,1.86,5.57,0.33
15/11/2022 01:08 a. m.,Ordeño,13:34,13.51,1,,,,,1,TD,0.78,0.60,0.60,0.30,0,0,0,0,4.50,4.52,3.98,7.91,VMS 3,,Tanque,,1.20,0.90,1.08,0.78,4.51,4.31,4.09,0.60
15/11/2022 01:58 p. m.,Ordeño,13:32,13.42,2,,,,,1,TD,0.66,0.60,0.54,0.30,0,0,0,0,4.31,4.43,4.10,7.44,VMS 3,,Tanque,,1.02,1.02,1.02,0.84,4.70,4.76,3.66,0.30
16/11/2022 09:47 a. m.,Ordeño,09:08,8.73,2,,,,,1,TD,0.60,0.66,0.66,0.36,0,0,0,0,3.83,4.03,4.13,7.17,VMS 3,,Tanque,,1.02,1.02,0.96,1.20,2.89,3.13,2.13,0.58
19/11/2022 04:37 p. m.,Ordeño,12:46,11.05,2,,,,,1,TD,0.60,0.48,0.54,0.30,0,0,0,0,4.16,4.24,4.34,5.95,VMS 3,,Tanque,,0.90,0.90,0.96,0.96,3.73,3.84,3.11,0.37
20/11/2022 03:14 a. m.,Ordeño,11:31,12.19,1,,,,,1,TD,0.66,0.54,0.48,0.24,0,0,0,0,4.12,4.17,4.11,6.42,VMS 3,,Tanque,,0.96,0.96,0.72,0.78,4.02,4.44,3.34,0.39
21/11/2022 09:25 p. m.,Ordeño,10:09,7.28,3,,,DD,,1,TD,0.54,0.30,0.60,0.36,0,0,0,0,4.20,3.35,4.22,9.18,VMS 3,,Tanque,,0.78,0.84,0.96,0.84,2.98,0.30,2.53,1.47
26/11/2022 09:02 a. m.,Ordeño,12:13,13.75,1,,,,,1,TD,0.60,0.60,0.60,0.30,0,0,0,0,4.44,4.20,4.49,7.64,VMS 3,,Tanque,,0.96,1.08,1.08,0.72,4.45,4.95,3.93,0.42
26/11/2022 04:48 p. m.,Ordeño,11:57,6.91,2,,,TI,TI,1,TD,0.60,0.42,0.00,0.30,0,0,0,0,4.63,4.40,0.00,8.31,VMS 3,,Tanque,,0.84,0.78,0.00,0.72,3.48,3.01,0.00,0.42
26/11/2022 11:25 p. m.,Ordeño,11:28,10.31,3,,,,,1,TD,0.78,0.42,0.54,0.30,0,0,0,0,4.65,4.55,4.45,8.38,VMS 3,,Tanque,,1.14,0.78,0.90,0.72,3.31,2.46,4.15,0.39
28/11/2022 04:10 a. m.,Ordeño,12:48,11.89,1,,,,,1,TD,0.48,0.48,0.42,0.30,0,0,0,0,4.28,4.50,4.03,6.15,VMS 3,,Tanque,,0.84,0.96,0.96,0.78,4.01,4.16,3.33,0.39
28/11/2022 11:21 a. m.,Ordeño,10:12,8.42,2,,,,,1,TD,0.60,0.54,0.48,0.30,0,0,0,0,4.42,4.43,2.87,7.84,VMS 3,,Tanque,,0.90,1.02,0.84,0.78,3.55,3.63,0.82,0.42
28/11/2022 09:55 p. m.,Ordeño,13:31,10.00,3,,,DD,TD,1,TD,0.60,0.24,0.54,0.24,0,0,0,0,4.42,4.38,4.64,6.90,VMS 3,,Tanque,,0.96,0.72,1.02,0.60,4.24,0.45,5.21,0.10
01/12/2022 01:43 p. m.,Ordeño,09:28,8.12,2,,,,,1,TD,0.54,0.36,0.54,0.30,0,0,0,0,4.27,4.57,4.52,7.84,VMS 3,,Tanque,,0.78,0.84,0.84,0.96,3.02,2.15,2.64,0.31
01/12/2022 10:07 p. m.,Ordeño,10:55,9.73,3,,,,,1,TD,0.48,0.48,0.42,0.30,0,0,0,0,4.65,4.92,4.59,8.11,VMS 3,,Tanque,,0.72,0.84,0.84,0.90,3.06,3.65,2.71,0.31
02/12/2022 09:22 p. m.,Ordeño,14:00,11.96,2,,DI,,,1,TD,0.48,0.48,0.54,0.24,0,0,0,0,4.26,4.46,4.40,7.24,VMS 3,,Tanque,,0.78,0.84,1.02,0.60,3.79,4.03,3.80,0.34
03/12/2022 08:50 a. m.,Ordeño,13:14,10.93,1,,,,,1,TD,0.48,0.42,0.48,0.24,0,0,0,0,3.93,4.18,4.04,8.31,VMS 3,,Tanque,,0.78,0.78,0.90,0.72,3.73,3.59,3.25,0.36
04/12/2022 01:16 a. m.,Ordeño,16:14,15.40,1,,,,TD,1,,0.60,0.54,0.48,0.00,0,0,0,0,4.39,4.46,4.30,0.00,VMS 3,,Tanque,,0.96,1.02,0.84,0.00,5.37,5.28,4.75,0.00
06/12/2022 07:24 a. m.,Ordeño,15:56,15.26,1,,,,TD,1,,0.48,0.66,0.54,0.00,0,0,0,0,3.84,4.12,3.64,0.00,VMS 3,,Tanque,,1.20,1.14,1.02,0.00,4.60,5.68,4.98,0.00
06/12/2022 09:27 p. m.,Ordeño,11:08,10.16,2,,"DI,DD,TI",DD,,1,TD,0.66,0.36,0.60,0.24,0,0,0,0,4.23,4.08,4.11,6.47,VMS 3,,Tanque,,1.44,0.90,1.44,0.78,4.83,0.46,4.45,0.42
08/12/2022 06:03 a. m.,Ordeño,11:30,13.75,1,,,,,1,TD,0.66,0.54,0.72,0.30,0,0,0,0,4.75,4.47,4.83,8.17,VMS 3,,Tanque,,1.02,0.90,1.02,0.84,4.52,4.23,4.63,0.37
08/12/2022 03:44 p. m.,Ordeño,12:11,12.82,2,,,,,1,TD,0.66,0.48,0.66,0.36,0,0,0,0,4.88,4.66,4.89,7.84,VMS 3,,Tanque,,0.96,0.90,1.08,1.08,4.26,3.83,4.20,0.53
08/12/2022 11:31 p. m.,Ordeño,09:18,10.34,3,,,,,1,TD,0.60,0.72,0.66,0.36,0,0,0,0,4.41,4.42,4.53,9.25,VMS 3,,Tanque,,0.90,1.08,1.02,0.84,3.33,3.50,3.08,0.43
09/12/2022 06:49 a. m.,Ordeño,08:26,9.71,1,,,,,1,TD,0.60,0.66,0.72,0.30,0,0,0,0,4.48,4.54,4.75,8.17,VMS 3,,Tanque,,0.90,1.02,1.08,0.66,3.21,3.06,3.04,0.40
09/12/2022 05:21 p. m.,Ordeño,10:37,12.13,2,,,,,1,TD,0.66,0.54,0.66,0.30,0,0,0,0,4.69,4.74,4.72,6.28,VMS 3,,Tanque,,1.02,0.84,1.02,0.66,4.17,3.76,3.86,0.34
