Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
13/07/2022 11:25 p. m.,Ordeño,09:19,23.25,2,,,,,1,,1.08,1.08,1.02,1.20,0,0,0,0,4.88,4.70,4.88,4.83,VMS 1,,Tanque,,1.44,1.44,1.38,1.50,4.16,5.46,6.93,6.70
14/07/2022 02:30 p. m.,Ordeño,07:06,17.64,1,,,,,1,,1.26,1.14,1.20,1.20,0,0,0,0,4.85,4.58,4.60,4.67,VMS 1,,Tanque,,1.68,1.68,1.74,1.62,2.93,3.86,5.40,5.45
16/08/2022 01:54 p. m.,Ordeño,08:22,22.82,1,,,,,1,,1.14,1.02,1.14,1.26,0,0,0,0,4.63,4.70,4.75,4.49,VMS 1,,Tanque,,1.44,1.62,1.50,1.62,3.82,5.95,6.90,6.15
17/08/2022 09:06 a. m.,Ordeño,08:02,19.59,1,,,,,1,,1.14,1.02,1.08,1.26,0,0,0,0,4.46,4.41,4.72,4.63,VMS 1,,Tanque,,1.50,1.44,1.44,1.68,3.09,4.13,5.92,6.45
17/08/2022 10:27 p. m.,Ordeño,07:14,16.12,2,,,,,1,,1.14,0.84,1.08,1.14,0,0,0,0,5.19,4.61,4.94,4.75,VMS 1,,Tanque,,1.56,1.44,1.44,1.62,2.69,3.73,4.73,4.97
22/08/2022 09:04 a. m.,Ordeño,09:09,18.94,1,,,,,1,TI,1.20,1.14,1.14,1.26,0,0,0,0,4.67,4.68,5.51,4.64,VMS 1,,Tanque,,1.62,1.56,1.62,1.74,2.87,4.54,7.13,4.40
22/08/2022 10:06 p. m.,Ordeño,09:39,1.76,2,,,Todos,TI,1,,0.78,0.30,0.00,0.84,0,0,0,0,4.00,3.71,0.00,4.38,VMS 1,,Tanque,,1.26,0.78,0.00,1.26,0.59,0.31,0.00,0.86
24/08/2022 07:46 a. m.,Ordeño,05:38,9.22,1,,,,,1,,1.26,0.96,0.84,1.08,0,0,0,0,5.49,5.86,6.14,5.69,VMS 1,,Tanque,,1.68,1.32,1.32,1.50,1.92,1.92,2.40,2.98
24/08/2022 10:48 p. m.,Ordeño,06:35,13.71,2,,,,,1,,1.20,0.96,0.96,1.08,0,0,0,0,5.44,5.70,5.86,5.58,VMS 1,,Tanque,,1.56,1.44,1.44,1.44,2.46,3.00,3.81,4.44
