Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
20/07/2022 12:36 p. m.,Ordeño,10:19,21.76,1,,,,DI,1,,0.00,2.10,1.68,1.26,0,0,0,0,0.00,5.02,5.11,4.92,VMS 3,,Divert 3,,0.00,2.70,2.28,1.80,0.00,6.73,8.07,6.96
22/07/2022 08:06 a. m.,Ordeño,10:04,26.26,1,,,,,1,,1.62,1.92,1.50,1.08,0,0,0,0,5.07,4.88,4.88,4.93,VMS 3,,Divert 3,,2.16,2.46,1.98,1.44,5.16,6.26,7.63,7.21
25/07/2022 11:24 p. m.,Ordeño,04:25,9.09,3,,,,,1,,1.62,1.68,1.38,1.08,0,0,0,0,4.65,4.64,5.14,4.60,VMS 3,,Tanque,,2.16,2.28,1.80,1.44,2.02,2.51,2.07,2.49
06/08/2022 02:17 a. m.,Ordeño,08:30,27.35,1,,,,,1,,1.62,1.86,1.68,1.20,0,0,0,0,5.08,5.41,4.86,5.01,VMS 3,,Tanque,,2.16,2.40,2.34,1.62,5.69,6.11,8.40,7.15
11/08/2022 09:28 a. m.,Ordeño,07:21,18.24,1,,TD,,,1,DI,1.38,1.74,1.38,1.08,0,0,0,0,5.75,4.77,4.60,4.58,VMS 3,,Tanque,,1.86,2.28,1.80,1.50,3.76,4.60,5.96,3.92
12/08/2022 09:26 a. m.,Ordeño,06:12,14.67,2,,TI,,,1,,1.32,1.80,1.56,1.08,0,0,0,0,5.13,4.53,4.68,4.62,VMS 3,,Tanque,,1.74,2.34,1.92,1.50,2.94,3.82,3.86,4.05
16/08/2022 04:48 a. m.,Ordeño,08:57,20.86,1,,,,,1,DI,1.56,1.74,1.56,1.08,0,0,0,0,5.11,4.55,4.32,4.31,VMS 3,,Tanque,,2.04,2.16,2.16,1.38,4.16,4.73,6.26,5.71
17/08/2022 09:27 a. m.,Ordeño,09:48,18.49,2,,,,,1,,1.50,1.74,1.50,1.14,0,0,0,0,5.46,5.01,4.90,4.72,VMS 3,,Tanque,,1.92,2.16,1.86,1.56,3.35,3.94,4.73,6.47
17/08/2022 08:58 p. m.,Ordeño,09:28,27.90,3,,,,,1,,1.62,1.80,1.68,1.14,0,0,0,0,5.43,5.02,5.04,4.74,VMS 3,,Tanque,,2.04,2.22,2.10,1.56,5.75,7.04,8.32,6.79
20/08/2022 12:12 a. m.,Ordeño,05:45,13.86,1,,,,,1,DI,1.32,1.80,1.50,1.08,0,0,0,0,5.94,5.00,5.06,5.03,VMS 3,,Tanque,,1.80,2.40,1.92,1.38,2.66,3.41,4.27,3.52
20/08/2022 09:31 a. m.,Ordeño,06:55,19.63,2,,,,,1,,1.50,1.86,1.62,1.08,0,0,0,0,5.54,4.88,4.90,5.12,VMS 3,,Tanque,,1.98,2.34,2.04,1.38,3.86,5.01,5.79,4.97
20/08/2022 07:10 p. m.,Ordeño,05:55,17.76,3,,TD,,,1,,1.44,1.80,1.74,1.14,0,0,0,0,5.27,4.68,4.66,4.69,VMS 3,,Tanque,,1.92,2.28,2.16,1.50,3.88,4.60,5.15,4.13
24/08/2022 01:48 p. m.,Ordeño,09:54,31.92,2,,,,,1,DI,1.62,1.80,1.44,1.32,0,0,0,0,6.77,5.84,5.28,5.50,VMS 1,,Tanque,,2.04,2.40,1.86,2.04,6.08,7.28,9.05,9.51
24/08/2022 11:44 p. m.,Ordeño,07:43,20.23,3,,,,,1,DI,1.68,1.68,1.50,1.32,0,0,0,0,6.31,5.77,5.39,5.38,VMS 1,,Tanque,,2.04,2.16,1.92,1.68,3.25,4.80,6.00,6.18
26/08/2022 03:04 a. m.,Ordeño,07:49,19.36,1,,,,,1,DI,1.74,1.62,1.38,1.26,0,0,0,0,6.14,5.22,4.98,5.56,VMS 1,,Tanque,,2.22,2.16,1.80,1.62,3.67,4.11,5.34,6.24
27/08/2022 04:29 p. m.,Ordeño,11:49,29.29,2,,,,,1,"DI,DD",1.74,1.62,1.62,1.14,0,0,0,0,6.52,6.17,5.38,5.24,VMS 1,,Tanque,,2.16,2.16,2.16,1.74,5.99,5.08,8.05,10.17
