Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
23/11/2022 11:57 a. m.,Ordeño,12:36,19.06,1,,,,,1,,0.48,0.66,0.96,0.66,6473,1586,485,389,3.77,4.26,4.28,4.18,VMS 3,,Divert 3,,0.90,1.20,1.38,1.08,3.57,4.16,5.26,6.07
24/11/2022 03:31 a. m.,Ordeño,09:12,14.09,1,,,,,1,,0.72,0.96,1.02,0.66,1989,676,0,0,4.08,4.28,4.38,4.41,VMS 3,,Tanque,,1.14,1.44,1.38,1.02,2.96,3.02,3.63,4.48
24/11/2022 09:16 p. m.,Ordeño,11:40,16.47,2,,,,,1,,0.60,0.60,0.96,0.54,2294,373,0,0,4.04,4.64,4.66,4.62,VMS 3,,Tanque,,1.02,0.84,1.26,0.90,3.42,3.90,4.38,4.77
25/11/2022 07:14 p. m.,Ordeño,11:43,16.23,1,,,,,1,,0.66,0.72,1.02,0.60,2084,0,0,0,4.78,4.81,4.86,4.92,VMS 3,,Tanque,,1.08,1.20,1.32,1.08,3.34,3.65,4.26,4.98
26/11/2022 03:13 p. m.,Ordeño,09:43,15.95,1,,,,,1,,0.72,0.78,0.96,0.60,781,0,0,0,4.30,4.21,4.32,4.19,VMS 3,,Tanque,,1.08,1.14,1.32,1.08,3.58,3.90,4.00,4.47
28/11/2022 04:08 p. m.,Ordeño,11:57,16.30,1,,,,,1,,0.60,0.78,0.90,0.54,0,0,0,0,3.90,4.31,4.57,4.24,VMS 3,,Tanque,,1.08,1.38,1.32,1.08,3.32,3.71,4.58,4.69
05/12/2022 01:25 a. m.,Ordeño,10:00,12.75,1,,,,,1,"DI,TD",0.66,0.78,0.90,0.54,0,0,0,0,4.96,4.25,3.47,5.01,VMS 3,,Tanque,,1.14,1.14,1.20,0.96,2.60,2.82,3.43,3.90
05/12/2022 06:30 p. m.,Ordeño,10:27,13.90,2,,,,,1,,0.66,0.72,0.96,0.54,0,0,0,0,4.97,4.62,4.39,5.12,VMS 3,,Tanque,,1.02,1.08,1.32,1.14,2.89,2.85,4.14,4.02
10/12/2022 04:06 p. m.,Ordeño,11:57,17.74,1,,,,,1,,0.60,0.84,1.02,0.54,0,0,0,0,4.90,4.94,4.73,4.65,VMS 3,,Tanque,,0.96,1.20,1.26,0.78,3.95,3.88,5.08,4.83
17/12/2022 02:26 p. m.,Ordeño,13:20,11.42,2,,,,,1,TD,0.48,0.66,0.84,0.48,0,0,0,0,4.15,4.15,4.33,5.12,VMS 3,,Tanque,,0.90,0.96,1.14,0.90,1.94,2.14,2.59,4.75
21/12/2022 04:35 p. m.,Ordeño,12:23,14.26,2,,,,,1,"DI,TD",0.72,0.66,0.84,0.60,0,0,0,0,5.31,4.00,4.15,4.70,VMS 3,,Tanque,,1.02,1.08,1.20,1.08,4.30,1.95,2.77,5.24
