Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
26/11/2023 09:37 a. m.,Ordeño,11:29,10.43,1,,,TD,TD,1,,0.54,0.60,0.72,0.00,730,472,0,0,4.27,4.71,4.68,0.00,VMS 3,,Divert 3,,0.84,1.02,1.02,0.00,3.08,3.03,4.32,0.00
27/11/2023 05:41 a. m.,Ordeño,14:21,9.11,1,,,,DD,1,"DI,TD",0.54,0.24,0.48,0.60,1310,0,0,0,4.64,3.48,4.43,4.60,VMS 3,,Divert 3,,1.14,0.30,0.78,0.90,3.85,0.05,1.25,3.96
22/06/2025 12:30 a. m.,Ordeño,09:22,22.63,1,,,,,1,,0.96,,1.38,1.14,0,,0,0,5.05,,4.76,5.20,VMS 3,,Tanque,,1.38,,1.74,1.50,6.82,,7.59,8.22
22/06/2025 04:04 p. m.,Ordeño,10:28,22.70,2,,,,,1,,1.02,,1.38,1.02,0,,0,0,5.19,,4.82,5.24,VMS 3,,Tanque,,1.38,,1.74,1.38,6.94,,7.45,8.31
23/06/2025 08:45 a. m.,Ordeño,10:00,24.18,1,,,,,1,,1.08,,1.44,1.14,0,,0,0,4.93,,4.56,5.04,VMS 3,,Tanque,,1.50,,1.86,1.56,7.26,,8.23,8.69
25/09/2025 05:50 a. m.,Ordeño,06:20,9.86,1,,,,,1,,0.78,,1.38,1.08,0,,0,0,3.17,,4.53,4.44,VMS 3,,Tanque,,1.02,,1.86,1.50,3.34,,3.05,3.47
25/09/2025 12:51 p. m.,Ordeño,06:07,9.74,2,,,,,1,,0.90,,1.38,1.14,0,,0,0,3.88,,4.78,4.69,VMS 3,,Tanque,,1.26,,1.74,1.56,3.28,,2.94,3.52
26/09/2025 02:49 p. m.,Ordeño,08:06,18.03,2,,,,,1,DI,1.02,,1.44,1.14,0,,0,0,5.85,,4.41,4.32,VMS 3,,Tanque,,1.50,,1.92,1.56,5.66,,5.66,6.71
17/11/2023 08:45 a. m.,Ordeño,17:57,8.48,1,,,,DD,0,,0.60,0.00,0.60,0.66,7599,0,2580,2147,2.75,0.00,2.75,2.68,VMS 3,,Divert 3,,1.32,0.00,1.14,1.08,1.76,0.00,3.10,3.62
18/11/2023 02:14 a. m.,Ordeño,15:14,3.08,1,,,,TD,0,,0.42,0.42,0.36,0.00,7584,848,881,0,4.37,3.84,3.91,0.00,VMS 3,,Divert 3,,0.84,1.08,0.78,0.00,1.62,0.89,0.57,0.00
20/11/2023 12:19 p. m.,Ordeño,13:42,15.06,1,,,,DD,0,,0.60,0.00,0.60,0.66,7422,0,1183,788,4.03,0.00,3.91,4.13,VMS 3,,Divert 3,,0.90,0.00,1.08,1.08,5.77,0.00,3.65,5.64
23/11/2023 03:56 p. m.,Ordeño,15:33,15.12,1,,,,DD,0,,0.60,0.00,0.72,0.66,4883,0,662,880,4.45,0.00,4.34,4.42,VMS 3,,Divert 3,,0.96,0.00,1.08,1.44,5.71,0.00,4.20,5.21
25/11/2023 01:47 p. m.,Ordeño,18:07,9.32,1,,,,"DD,TI",0,,0.48,0.00,0.00,0.60,3532,0,0,0,4.57,0.00,0.00,5.25,VMS 3,,Divert 3,,0.96,0.00,0.00,1.02,4.67,0.00,0.00,4.65
27/11/2023 10:28 a. m.,Ordeño,11:13,1.51,2,,,,"DD,TD",0,,0.36,0.00,0.48,0.00,3322,0,0,0,4.38,0.00,4.55,0.00,VMS 3,,Divert 3,,0.60,0.00,0.72,0.00,1.10,0.00,0.41,0.00
27/11/2023 08:49 p. m.,Ordeño,10:25,6.50,3,,,,DD,0,,0.42,0.00,0.54,0.54,0,0,0,0,4.54,0.00,4.53,4.55,VMS 3,,Tanque,,0.72,0.00,0.78,0.90,2.22,0.00,1.11,3.17
