Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
15/10/2025 05:39 a. m.,Ordeño,14:48,9.80,1,,,,,1,,1.62,1.56,0.90,1.50,350,0,0,0,5.11,4.87,4.66,4.91,VMS 3,,Tanque,,2.22,2.04,1.74,2.04,3.25,2.87,0.50,3.18
16/10/2025 03:42 a. m.,Ordeño,07:25,8.69,1,,,,,1,,1.56,1.50,0.72,1.32,353,0,0,0,4.84,4.75,4.65,4.72,VMS 3,,Tanque,,1.98,2.04,1.50,1.86,2.87,2.62,0.46,2.74
16/10/2025 09:07 p. m.,Ordeño,08:03,10.38,2,,,,,1,,1.62,1.44,0.90,1.32,0,0,0,0,5.08,4.88,4.66,4.87,VMS 3,,Tanque,,2.16,1.98,1.32,1.80,3.51,3.23,0.68,2.96
17/10/2025 05:57 p. m.,Ordeño,10:19,10.73,1,,,DI,,1,,0.24,1.50,1.74,1.14,0,0,0,0,3.02,4.91,5.16,4.70,VMS 3,,Tanque,,0.78,1.98,2.16,1.62,0.22,3.38,3.54,3.59
19/10/2025 10:02 a. m.,Ordeño,05:29,11.56,1,,,,,1,TD,1.62,1.32,1.56,1.02,0,0,0,0,4.78,4.46,4.60,7.64,VMS 3,,Tanque,,2.10,1.92,1.98,1.44,3.84,3.23,3.39,1.10
20/10/2025 06:15 a. m.,Ordeño,08:48,7.99,1,,,TI,TI,1,,1.68,1.32,0.30,1.38,0,0,0,0,4.78,4.79,1.94,4.50,VMS 3,,Tanque,,2.28,1.80,0.78,1.92,2.98,2.32,0.05,2.64
10/10/2025 11:54 a. m.,Ordeño,09:20,10.76,1,,,,,0,TD,1.14,1.02,0.78,0.66,478,0,0,0,5.76,5.03,5.09,5.96,VMS 3,,Divert 3,,1.98,1.86,1.32,1.14,3.23,2.90,2.28,2.35
11/10/2025 12:15 a. m.,Ordeño,08:29,8.89,1,,,,TI,0,,1.56,1.44,0.00,1.02,341,0,0,0,5.30,5.21,0.00,5.12,VMS 3,,Divert 3,,2.22,1.98,0.00,1.68,3.13,2.94,0.00,2.82
12/10/2025 07:33 a. m.,Ordeño,07:13,9.69,1,,,,,0,,1.50,1.20,1.14,1.20,0,0,0,0,4.71,4.58,4.40,4.46,VMS 3,,Divert 3,,2.10,1.50,1.62,1.56,3.11,1.58,2.14,2.86
13/10/2025 08:13 p. m.,Ordeño,05:49,7.65,1,,,,,0,"DI,DD",1.26,1.08,0.42,1.08,857,0,0,0,5.64,5.57,4.36,5.26,VMS 3,,Tanque,,1.80,1.50,1.20,1.56,2.40,2.40,0.37,2.48
10/10/2025 11:38 a. m.,Echada sin ordeñar,00:08,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
