Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
08/10/2022 08:14 a. m.,Ordeño,08:56,12.52,1,,,,,1,,1.44,1.56,1.50,1.26,1193,777,487,384,4.95,4.78,4.37,4.52,VMS 3,,Divert 3,,2.22,2.22,2.04,1.98,3.15,3.27,3.28,2.82
08/10/2022 02:32 p. m.,Ordeño,06:20,5.92,2,,,,TI,1,,1.38,1.44,0.00,1.08,675,779,0,0,5.01,4.71,0.00,4.40,VMS 3,,Divert 3,,2.34,2.22,0.00,1.56,1.94,2.11,0.00,1.87
13/10/2022 06:14 a. m.,Ordeño,08:20,19.16,1,,,TI,TI,1,DD,1.68,4.62,0.00,1.32,0,1376,0,0,4.61,5.18,0.00,4.09,VMS 3,,Divert 3,,2.28,1.36,0.00,1.74,3.77,11.65,0.00,3.74
29/10/2022 09:33 p. m.,Ordeño,06:52,15.10,2,,,TI,,1,TI,1.32,1.74,1.02,1.44,0,0,0,0,5.68,5.96,7.97,6.01,VMS 1,,Tanque,,1.98,2.40,1.86,1.92,4.23,3.81,2.26,4.80
30/10/2022 02:20 p. m.,Ordeño,07:07,14.93,1,,,TI,,1,TI,1.32,1.80,1.14,1.62,0,0,0,0,6.24,6.10,8.24,5.90,VMS 1,,Tanque,,2.88,2.46,1.86,2.28,4.22,4.60,0.54,5.57
31/10/2022 12:16 a. m.,Ordeño,06:47,11.99,1,,,TI,,1,TI,1.50,1.62,0.96,1.50,0,0,300,0,5.61,5.50,8.24,5.40,VMS 1,,Tanque,,2.40,2.10,1.68,2.04,3.62,3.33,0.45,4.59
31/10/2022 07:59 p. m.,Ordeño,07:41,21.18,2,,,TI,,1,TI,1.74,1.92,1.50,1.68,0,0,0,0,5.31,5.10,6.48,4.89,VMS 1,,Drenaje,,2.28,2.58,2.10,2.46,5.81,5.93,1.61,7.83
01/11/2022 05:52 p. m.,Ordeño,08:24,25.26,1,,DI,,,1,TI,1.68,1.98,1.38,1.68,0,0,0,0,5.54,5.55,6.26,5.21,VMS 1,,Drenaje,,2.34,2.64,1.92,2.40,5.92,6.90,4.42,8.02
03/11/2022 04:51 p. m.,Ordeño,08:46,24.81,1,,,,,1,,1.56,1.86,1.62,1.74,0,0,0,0,5.58,5.59,5.41,5.25,VMS 1,,Drenaje,,2.28,2.40,2.10,2.40,6.15,6.61,3.76,8.29
06/11/2022 07:35 p. m.,Ordeño,06:14,15.07,2,,,,,1,,1.26,1.68,1.32,1.32,0,0,0,0,5.57,5.28,5.68,5.18,VMS 1,,Drenaje,,1.86,2.10,1.68,1.86,3.23,4.20,2.04,5.60
