Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
07/09/2024 05:55 p. m.,Ordeño,08:00,13.85,1,,,,,1,,0.72,0.84,0.84,0.78,1202,0,392,384,4.55,4.90,4.80,4.78,VMS 3,,Tanque,,1.14,1.26,1.26,1.26,3.63,3.83,3.68,2.71
08/09/2024 09:00 p. m.,Ordeño,08:26,13.44,1,,,,,1,,0.72,0.84,0.78,0.90,876,0,0,581,4.86,4.95,4.47,4.68,VMS 3,,Tanque,,1.20,1.32,1.08,1.32,3.97,3.34,4.18,1.95
10/09/2024 01:48 a. m.,Ordeño,10:28,15.44,1,,,,,1,,0.66,0.84,0.78,0.72,0,0,0,0,4.90,5.01,4.95,5.18,VMS 3,,Tanque,,1.20,1.14,1.20,1.20,4.74,3.71,5.04,1.95
10/09/2024 04:23 p. m.,Ordeño,07:12,8.28,2,,,,,1,,0.66,0.78,0.72,0.72,0,0,0,0,4.18,4.49,4.57,4.37,VMS 3,,Tanque,,1.08,1.20,1.08,1.26,2.45,2.08,2.62,1.13
11/09/2024 06:50 a. m.,Ordeño,07:57,10.31,1,,,,,1,TD,0.72,0.78,0.84,0.66,0,0,0,0,4.33,4.60,4.67,7.84,VMS 3,,Tanque,,1.20,1.20,1.20,0.96,3.39,2.26,3.59,1.07
12/09/2024 02:07 p. m.,Ordeño,11:26,18.30,1,,,,,1,"DI,TD",0.72,0.90,0.78,0.66,0,0,0,0,7.57,5.90,6.34,8.04,VMS 3,,Tanque,,1.14,1.32,1.26,1.08,5.62,4.29,6.47,1.92
13/09/2024 03:21 p. m.,Ordeño,09:02,13.61,1,,,,,1,TD,0.60,0.72,0.72,0.66,0,0,0,0,4.19,4.49,4.44,6.11,VMS 3,,Tanque,,1.08,1.08,1.14,1.20,3.58,3.77,3.93,2.33
14/09/2024 02:20 a. m.,Ordeño,05:41,6.85,1,,,,,1,,0.66,0.66,0.72,0.60,0,0,0,0,3.97,4.22,4.26,4.51,VMS 3,,Tanque,,1.02,1.02,1.02,0.90,1.89,1.95,2.04,0.97
16/09/2024 12:59 p. m.,Ordeño,09:52,12.63,1,,,,,1,TD,0.66,0.78,0.84,0.72,0,0,0,0,4.38,4.39,4.60,6.00,VMS 3,,Tanque,,0.90,1.20,1.20,1.02,3.72,3.23,3.95,1.73
17/09/2024 02:16 a. m.,Ordeño,08:43,12.20,2,,,,,1,,0.60,0.72,0.78,0.66,0,0,0,0,4.23,4.54,4.59,4.26,VMS 3,,Tanque,,1.02,1.20,1.14,1.14,3.58,2.88,3.85,1.89
17/09/2024 09:34 p. m.,Ordeño,11:33,17.55,2,,,,,1,,0.60,0.72,0.72,0.60,0,0,0,0,5.05,4.90,4.82,4.66,VMS 3,,Tanque,,0.96,1.14,1.14,1.02,5.13,4.21,5.62,2.59
18/09/2024 03:48 p. m.,Ordeño,10:27,16.11,1,,,,,1,,0.66,0.72,0.72,0.60,0,0,0,0,4.50,4.76,4.71,5.13,VMS 3,,Tanque,,0.96,1.14,1.14,1.02,4.69,4.03,5.05,2.34
19/09/2024 02:13 a. m.,Ordeño,07:07,7.18,1,,,DD,DD,1,,0.60,0.00,0.72,0.60,0,0,0,0,4.28,0.00,4.57,4.48,VMS 3,,Tanque,,0.96,0.00,1.02,0.96,2.63,0.00,3.04,1.51
19/09/2024 09:37 p. m.,Ordeño,10:48,18.33,2,,,,,1,"DD,TD",0.66,0.78,0.72,0.66,0,0,0,0,5.32,6.78,4.88,6.00,VMS 3,,Tanque,,1.08,1.32,1.62,1.02,5.26,5.04,5.04,2.99
20/09/2024 01:24 p. m.,Ordeño,08:51,11.41,1,,,,,1,TD,0.60,0.66,0.78,0.66,0,0,0,0,3.94,4.78,4.61,4.96,VMS 3,,Tanque,,0.96,0.96,1.14,1.02,3.37,1.96,3.93,2.15
21/09/2024 02:42 p. m.,Ordeño,11:26,20.19,1,,,,,1,DI,0.72,0.84,0.84,0.66,0,0,0,0,5.65,5.12,4.86,4.53,VMS 3,,Tanque,,1.08,1.14,1.20,1.08,5.70,4.68,6.62,3.19
22/09/2024 02:39 a. m.,Ordeño,07:24,9.74,1,,,,,1,,0.60,0.66,0.78,0.60,0,0,0,0,4.48,4.77,4.60,4.79,VMS 3,,Tanque,,0.96,1.02,1.20,0.90,2.72,2.27,3.16,1.59
24/09/2024 01:13 a. m.,Ordeño,10:14,20.29,1,,,,,1,,0.72,0.84,0.90,0.78,0,0,0,0,5.67,5.59,5.14,6.17,VMS 3,,Tanque,,1.08,1.20,1.20,1.20,5.21,5.17,6.18,3.73
24/09/2024 03:59 p. m.,Ordeño,08:06,12.17,2,,,,,1,,0.60,0.72,0.78,0.72,0,0,0,0,4.65,4.85,4.82,4.71,VMS 3,,Tanque,,0.96,1.08,1.14,1.02,3.30,2.90,3.94,2.03
30/09/2024 04:39 a. m.,Ordeño,09:05,9.37,1,,,,,1,TI,0.60,0.60,0.84,0.60,0,0,0,0,4.15,4.38,4.90,4.12,VMS 3,,Tanque,,0.90,0.96,1.26,0.84,1.79,1.42,5.19,0.97
23/04/2025 10:13 p. m.,Ordeño,13:18,24.13,2,,,,,1,,0.90,1.20,1.14,0.84,0,0,0,0,5.13,5.10,4.71,0.00,VMS 1,,Tanque,,1.32,1.68,1.62,1.26,5.36,7.27,7.19,4.31
20/08/2025 01:03 p. m.,Ordeño,08:19,18.29,1,,DI,,,1,,0.96,1.26,1.02,0.84,0,0,0,0,4.64,4.68,4.72,5.32,VMS 3,,Tanque,,1.68,1.68,1.56,1.44,4.60,4.67,5.55,3.47
21/08/2025 02:58 a. m.,Ordeño,10:21,17.00,1,,DI,,,1,,0.90,1.14,1.08,0.78,0,0,0,0,4.82,4.87,4.93,4.81,VMS 3,,Tanque,,1.68,1.68,1.44,1.14,4.76,4.76,5.83,1.65
21/08/2025 09:19 p. m.,Ordeño,09:09,18.68,2,,DI,,,1,,0.90,0.96,1.02,0.72,0,0,0,0,4.99,4.89,4.86,5.03,VMS 3,,Tanque,,1.32,1.62,1.44,1.14,4.68,5.38,6.56,2.06
11/09/2025 04:41 p. m.,Ordeño,08:23,15.44,2,,DI,,,1,,0.84,1.20,0.96,0.66,0,0,0,0,4.31,4.59,4.63,4.43,VMS 3,,Tanque,,1.32,1.62,1.32,1.02,4.23,4.28,5.04,1.89
15/09/2025 06:36 p. m.,Ordeño,05:29,9.43,2,,DI,,,1,TD,0.90,1.20,0.84,0.78,0,0,0,0,3.42,4.25,4.22,4.86,VMS 3,,Tanque,,1.86,1.74,1.20,1.14,2.49,2.06,2.37,2.51
25/09/2025 04:06 p. m.,Ordeño,09:02,9.71,2,,,,TD,1,,0.78,1.14,0.96,0.00,0,0,0,0,3.75,4.43,4.33,0.00,VMS 3,,Tanque,,1.08,1.50,1.32,0.00,3.22,2.95,3.54,0.00
26/09/2025 06:23 a. m.,Ordeño,07:53,14.07,1,,DI,,,1,TD,0.78,1.08,0.96,0.84,0,0,0,0,2.68,4.27,4.34,5.06,VMS 3,,Tanque,,1.92,1.62,1.32,1.20,3.96,3.77,4.46,1.88
26/09/2025 09:20 p. m.,Ordeño,07:38,12.68,2,,,,,1,,0.90,1.20,0.90,0.72,0,0,0,0,5.12,4.52,4.40,4.52,VMS 3,,Tanque,,1.62,1.74,1.32,1.02,3.73,3.73,4.29,0.93
30/09/2025 10:45 p. m.,Ordeño,08:07,13.03,3,,,,,1,TD,0.96,1.02,0.90,0.78,0,0,0,0,4.25,4.50,4.47,5.61,VMS 3,,Tanque,,1.56,1.50,1.32,1.20,3.32,3.44,4.07,2.20
03/10/2025 11:10 a. m.,Ordeño,07:11,13.75,1,,,,,1,TD,0.84,1.02,0.96,0.84,0,0,0,0,3.98,4.37,4.39,5.89,VMS 3,,Tanque,,1.50,1.44,1.32,1.20,3.60,3.52,4.25,2.38
04/10/2025 05:30 p. m.,Ordeño,09:49,16.38,1,,,,,1,TD,0.84,0.96,1.02,0.72,0,0,0,0,4.42,4.72,4.76,5.39,VMS 3,,Tanque,,1.38,1.38,1.44,1.08,4.75,4.68,5.55,1.40
08/10/2025 07:46 p. m.,Ordeño,09:15,17.49,2,,DI,,,1,TD,0.84,0.96,0.96,0.60,0,0,0,0,4.80,4.54,4.33,5.42,VMS 3,,Tanque,,1.44,1.68,1.32,1.02,4.97,5.01,5.86,1.65
10/10/2025 09:26 a. m.,Ordeño,08:12,11.85,2,,,,,1,TD,0.84,1.08,1.08,0.66,0,0,0,0,4.46,4.28,4.49,5.80,VMS 3,,Tanque,,1.38,1.44,1.44,1.02,4.32,1.79,4.87,0.87
10/10/2025 05:45 p. m.,Ordeño,08:12,7.70,3,,,,,1,TD,0.84,0.90,0.84,0.66,0,0,0,0,4.03,4.60,4.07,5.05,VMS 3,,Tanque,,1.26,1.38,1.26,0.96,2.31,2.44,2.32,0.63
11/10/2025 11:16 p. m.,Ordeño,10:36,18.34,2,,DD,,,1,TD,0.84,1.20,1.14,0.78,0,0,0,0,4.49,4.79,4.66,5.62,VMS 3,,Tanque,,1.44,1.98,1.44,1.08,4.71,5.33,6.42,1.88
18/10/2025 07:37 a. m.,Ordeño,14:29,16.86,1,,,,,1,,0.78,1.08,1.08,0.66,0,0,0,0,4.54,4.91,4.89,4.96,VMS 3,,Tanque,,1.74,1.56,1.50,1.02,4.54,5.01,6.16,1.15
06/09/2024 07:38 a. m.,Ordeño,16:53,15.37,1,,,,,0,,0.66,0.72,0.90,0.42,2624,590,686,0,3.65,4.15,2.81,4.45,VMS 3,,Divert 3,,1.32,1.26,1.38,0.78,4.83,4.69,4.13,1.72
06/09/2024 06:20 p. m.,Ordeño,07:08,6.29,2,,,,,0,,0.54,0.72,0.84,0.48,4707,684,2992,0,3.44,4.16,3.89,3.93,VMS 3,,Divert 3,,1.02,1.20,1.26,0.90,1.96,1.74,1.84,0.75
14/09/2024 10:34 a. m.,Ordeño,05:27,5.68,2,,,,,0,,0.66,0.72,0.72,0.60,0,0,0,0,4.35,4.33,4.46,4.48,VMS 3,,Tanque,,0.96,1.08,1.08,0.96,1.66,1.41,1.86,0.75
14/09/2024 09:28 p. m.,Ordeño,06:24,8.31,3,,,,,0,,0.66,0.78,0.78,0.72,0,0,0,0,4.53,4.44,4.61,4.65,VMS 3,,Tanque,,1.08,1.14,1.08,1.08,2.58,1.93,2.71,1.09
15/09/2024 06:17 a. m.,Ordeño,05:57,6.38,1,,,,,0,,0.66,0.72,0.72,0.66,0,0,0,0,4.28,4.43,4.50,4.82,VMS 3,,Tanque,,0.90,1.08,1.08,1.02,2.02,1.54,1.93,0.89
15/09/2024 11:28 a. m.,Ordeño,05:04,5.12,2,,,,,0,,1.26,0.72,0.72,0.66,0,0,0,0,2.95,4.43,4.55,4.77,VMS 3,,Tanque,,2.82,1.14,1.02,0.96,2.34,0.94,1.25,0.59
15/09/2024 10:19 p. m.,Ordeño,06:53,8.52,3,,,,,0,,0.60,0.72,0.72,0.72,0,0,0,0,4.58,4.69,4.69,4.80,VMS 3,,Tanque,,0.96,1.08,1.08,1.02,2.59,2.11,2.70,1.12
22/09/2024 03:19 p. m.,Ordeño,08:35,12.22,2,,,,,0,,0.66,0.72,0.72,0.72,0,0,0,0,5.00,5.15,5.12,5.03,VMS 3,,Tanque,,0.96,1.08,1.08,1.08,3.56,2.88,3.85,1.93
22/09/2024 11:20 p. m.,Ordeño,06:31,7.77,3,,,,,0,,0.60,0.72,0.66,0.72,0,0,0,0,4.71,4.84,4.43,4.85,VMS 3,,Tanque,,0.96,1.08,0.96,1.14,2.33,1.77,2.42,1.25
25/09/2024 05:31 p. m.,Ordeño,12:39,21.71,1,,,,,0,,0.66,0.84,0.78,0.72,0,0,0,0,5.31,5.18,4.94,4.94,VMS 3,,Tanque,,1.02,1.26,1.14,1.14,5.99,5.39,6.46,3.87
26/09/2024 04:50 a. m.,Ordeño,07:22,9.09,1,,,,,0,,0.54,0.66,0.72,0.60,0,0,0,0,4.34,4.58,4.59,4.52,VMS 3,,Tanque,,0.84,1.02,1.14,0.96,2.38,2.18,2.85,1.68
26/09/2024 02:11 p. m.,Ordeño,06:52,9.31,2,,,,,0,,0.60,0.72,0.78,0.60,0,0,0,0,4.86,4.91,4.84,4.61,VMS 3,,Tanque,,0.96,1.02,1.14,0.96,2.56,2.20,2.88,1.67
26/09/2024 09:21 p. m.,Ordeño,05:55,7.39,3,,,,,0,,0.66,0.66,0.72,0.60,0,0,0,0,4.65,4.70,4.75,4.65,VMS 3,,Tanque,,0.90,1.08,1.08,1.02,2.13,1.72,2.33,1.21
27/09/2024 04:58 a. m.,Ordeño,13:06,8.76,1,,,,TI,0,,0.54,0.72,0.00,0.66,0,0,0,0,4.58,4.70,0.00,4.84,VMS 3,,Tanque,,0.78,1.14,0.00,1.08,2.53,1.97,0.00,4.26
27/09/2024 05:01 p. m.,Ordeño,08:39,13.65,2,,,,,0,,0.72,0.78,0.84,0.72,0,0,0,0,4.88,4.85,4.93,4.90,VMS 3,,Tanque,,1.08,1.14,1.14,1.02,3.80,3.12,4.68,2.05
28/09/2024 01:11 a. m.,Ordeño,06:51,8.46,1,,TI,,,0,,0.66,0.72,0.78,0.66,0,0,0,0,4.42,4.67,4.65,4.48,VMS 3,,Tanque,,1.02,1.02,1.08,0.96,2.58,2.02,2.43,1.43
