Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
21/12/2024 05:31 a. m.,Ordeño,08:16,5.44,1,,,,,1,,0.84,0.72,0.48,0.66,2980,2297,1683,960,4.32,4.57,4.30,4.30,VMS 3,,Divert 3,,1.20,1.14,1.20,1.44,1.52,1.63,1.30,0.99
21/12/2024 06:47 p. m.,Ordeño,06:55,6.38,2,,,,,1,,0.90,0.84,0.54,0.60,1110,393,676,757,4.31,4.50,4.10,3.92,VMS 3,,Divert 3,,1.20,1.20,1.14,1.02,1.59,1.45,1.20,2.14
22/12/2024 05:28 a. m.,Ordeño,06:39,5.87,1,,,,,1,,0.84,0.72,0.54,0.60,395,0,1181,434,4.45,4.62,4.29,3.85,VMS 3,,Divert 3,,1.14,1.08,0.96,0.96,1.50,1.54,1.36,1.47
23/12/2024 02:23 a. m.,Ordeño,11:12,11.78,1,,,,,1,,0.84,0.84,0.42,0.54,374,0,0,0,4.79,4.90,4.87,4.47,VMS 3,,Divert 3,,1.20,1.14,1.08,0.90,3.19,3.02,2.65,2.92
27/12/2024 03:37 p. m.,Ordeño,10:13,15.70,1,,,,,1,DD,1.08,1.02,0.60,0.60,736,0,0,0,4.68,4.87,4.59,3.62,VMS 3,,Tanque,,1.56,1.38,1.38,1.08,3.85,3.89,3.55,4.41
31/12/2024 02:30 a. m.,Ordeño,09:47,15.79,1,,,,,1,,0.84,0.90,0.60,0.66,0,0,0,0,4.48,4.64,4.42,4.48,VMS 3,,Drenaje,,1.38,1.32,1.02,1.38,4.27,4.12,3.70,3.70
06/01/2025 09:23 p. m.,Ordeño,08:53,15.52,2,,,,,1,,1.02,0.96,0.66,0.78,0,0,0,0,4.77,4.80,4.84,4.69,VMS 3,,Drenaje,,1.44,1.32,1.14,1.26,3.72,3.88,3.91,4.01
14/01/2025 11:06 p. m.,Ordeño,10:26,17.71,2,,,,,1,,0.96,1.02,0.66,0.72,0,0,0,0,5.01,4.95,5.24,0.00,VMS 1,,Tanque,,1.38,1.50,1.14,1.02,4.05,4.38,4.86,4.42
15/01/2025 09:20 p. m.,Ordeño,09:29,15.69,1,,,,,1,,0.96,0.96,0.66,0.78,0,0,0,0,5.07,4.96,5.18,0.00,VMS 1,,Tanque,,1.56,1.38,1.14,1.32,3.77,3.60,4.59,3.73
21/01/2025 06:13 a. m.,Ordeño,09:36,16.84,1,,,,,1,,0.96,1.02,0.72,0.72,0,0,0,0,4.64,4.40,4.78,0.00,VMS 1,,Tanque,,1.38,1.50,1.08,1.14,4.06,3.94,4.89,3.95
23/01/2025 10:30 p. m.,Ordeño,10:05,18.01,2,,,,,1,,1.08,1.08,0.66,0.84,0,0,0,0,4.90,4.86,4.91,0.00,VMS 1,,Tanque,,1.68,1.56,1.08,1.20,4.27,4.52,4.85,4.37
27/01/2025 06:00 a. m.,Ordeño,10:58,19.59,1,,,,,1,,1.08,1.20,0.78,0.78,0,0,0,0,4.63,4.66,5.05,0.00,VMS 1,,Tanque,,1.56,1.68,1.20,1.26,4.47,4.81,5.90,4.41
28/01/2025 05:53 a. m.,Ordeño,10:51,21.05,1,,,,,1,,1.08,1.14,0.78,0.84,0,0,0,0,4.82,4.78,5.21,0.00,VMS 1,,Tanque,,1.62,1.56,1.20,1.26,5.01,5.21,5.89,4.94
31/01/2025 07:31 p. m.,Ordeño,08:27,17.08,2,,,,,1,,1.08,1.08,0.78,0.72,0,0,0,0,4.88,5.07,4.92,0.00,VMS 1,,Tanque,,1.68,1.44,1.26,1.14,4.18,4.64,4.20,4.06
02/04/2025 02:49 a. m.,Ordeño,09:50,20.30,1,,,,,1,,1.20,1.32,0.90,0.90,0,0,0,0,4.59,4.58,4.83,0.00,VMS 1,,Tanque,,1.56,1.68,1.32,1.32,4.62,5.17,5.60,4.91
02/04/2025 11:24 p. m.,Ordeño,12:17,11.35,2,,"DI,TI","TI,TD",TD,1,,1.14,1.50,0.72,0.00,0,0,0,0,4.58,4.69,4.80,0.00,VMS 1,,Tanque,,1.86,1.86,1.50,0.00,4.58,5.38,1.39,0.00
03/04/2025 09:39 p. m.,Ordeño,08:38,21.99,1,,,,,1,,1.08,1.32,0.96,1.02,0,0,0,0,4.75,4.36,4.09,0.00,VMS 1,,Tanque,,1.50,1.62,1.50,1.38,6.18,5.40,5.64,4.77
08/05/2025 06:41 a. m.,Ordeño,08:00,17.84,1,,TD,TD,TD,1,,1.20,1.38,1.08,0.66,0,0,0,0,4.78,4.78,4.77,0.00,VMS 1,,Tanque,,1.50,1.74,1.44,1.38,6.19,5.58,5.89,0.18
14/10/2025 12:14 p. m.,Ordeño,07:34,17.95,1,,TI,,,1,,1.14,1.38,1.14,1.02,0,0,0,0,4.68,4.66,4.60,4.69,VMS 3,,Tanque,,1.50,1.92,1.50,1.50,4.37,4.95,3.99,4.64
20/12/2024 02:30 p. m.,Ordeño,14:23,10.33,1,,,,,0,,0.84,0.78,0.48,0.54,4275,590,681,0,4.19,4.50,3.74,3.27,VMS 3,,Divert 3,,1.38,1.20,1.08,1.26,3.15,2.60,1.88,2.70
23/12/2024 12:37 p. m.,Ordeño,11:00,5.92,2,,,,,0,,0.84,0.84,0.48,0.54,858,0,0,0,4.32,4.73,4.32,2.35,VMS 3,,Divert 3,,1.26,1.20,0.90,1.32,1.64,1.62,1.29,1.37
