Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
Hora de inicio,Acción,Duración (mm:ss),Producción (kg),Número de ordeño,RCS (* 1000 células / ml),Patada,Incompleto,Pezones no encontrados,Ubre,Pezón,DI,DD,TI,TD,DI,DD,TI,TD,DI,DD,TI,TD,EO/PO,Usuario,Destino Leche,Razón de la desviación,DI,DD,TI,TD,DI,DD,TI,TD
17/07/2024 06:43 a. m.,Ordeño,11:03,15.44,1,,,,,1,,0.84,1.08,1.02,1.08,453,0,0,0,4.69,4.43,4.22,4.21,VMS 3,,Tanque,,1.14,1.62,1.50,1.50,1.73,3.70,5.08,4.93
18/07/2024 09:08 a. m.,Ordeño,09:35,13.85,1,,,,,1,,0.72,1.02,1.26,1.20,0,0,0,0,4.84,4.55,4.38,4.40,VMS 3,,Tanque,,1.20,1.56,1.68,1.56,1.29,3.37,4.63,4.56
19/07/2024 01:30 a. m.,Ordeño,06:20,8.53,1,,,,,1,,0.72,1.02,1.26,1.26,0,0,0,0,4.42,4.15,4.15,4.03,VMS 3,,Tanque,,1.26,1.38,1.62,1.56,0.85,2.08,2.81,2.79
19/07/2024 03:32 p. m.,Ordeño,10:32,9.47,2,,,,,1,DI,0.78,1.14,1.20,1.20,0,0,0,0,5.26,4.55,4.51,4.43,VMS 3,,Tanque,,1.08,1.62,1.68,1.74,0.90,2.17,3.35,3.05
20/07/2024 05:29 a. m.,Ordeño,06:38,10.39,1,,,,,1,,0.78,1.20,1.20,1.26,0,0,0,0,5.14,4.63,4.59,4.54,VMS 3,,Tanque,,1.14,1.74,1.56,1.56,0.99,2.49,3.47,3.44
20/07/2024 09:51 p. m.,Ordeño,06:33,12.11,2,,,,,1,,0.78,1.26,1.26,1.20,0,0,0,0,5.21,4.71,4.66,4.65,VMS 3,,Tanque,,1.26,1.80,1.68,1.56,1.23,2.97,4.18,3.73
21/07/2024 03:40 p. m.,Ordeño,08:00,8.88,1,,,TD,TD,1,,0.96,1.26,1.38,0.00,0,0,0,0,5.06,4.57,4.47,0.00,VMS 3,,Tanque,,1.38,1.80,1.80,0.00,1.29,3.30,4.29,0.00
22/07/2024 07:35 p. m.,Ordeño,10:42,14.90,1,,,,,1,,1.08,1.32,1.44,1.08,0,0,0,0,5.00,4.89,4.63,4.64,VMS 3,,Tanque,,1.62,1.80,1.92,1.56,1.45,3.92,4.94,4.59
23/07/2024 08:25 a. m.,Ordeño,05:19,10.00,1,,,,,1,,1.02,1.08,1.50,1.20,0,0,0,0,5.01,4.62,4.56,4.51,VMS 3,,Tanque,,1.44,1.56,1.86,1.50,0.94,2.46,3.31,3.29
24/07/2024 11:50 p. m.,Ordeño,05:13,14.00,1,,,,,1,"DI,DD",1.14,1.38,1.56,1.32,0,0,0,0,6.04,5.55,4.65,4.60,VMS 3,,Tanque,,1.80,1.86,1.98,1.74,2.08,4.01,4.20,3.71
26/07/2024 01:46 a. m.,Ordeño,11:04,15.56,1,,,,,1,DI,1.08,1.26,1.50,1.14,381,0,0,0,5.80,5.31,4.62,5.11,VMS 3,,Tanque,,1.50,1.62,1.92,1.50,1.90,3.91,4.07,5.68
26/07/2024 04:50 p. m.,Ordeño,04:45,8.99,2,,,,,1,,0.96,1.32,1.44,1.26,679,0,0,0,4.99,4.45,4.42,4.29,VMS 3,,Tanque,,1.38,1.80,1.74,1.62,0.99,1.99,3.21,2.80
27/07/2024 06:25 a. m.,Ordeño,05:58,9.33,1,,,,,1,,0.96,1.20,1.56,1.20,565,0,0,0,5.01,4.50,4.40,4.58,VMS 3,,Tanque,,1.38,1.56,1.98,1.50,1.06,2.18,3.07,3.02
27/07/2024 11:11 p. m.,Ordeño,05:04,11.68,2,,,,,1,DI,0.96,1.26,1.56,1.26,0,0,0,0,5.21,4.61,4.42,4.51,VMS 3,,Tanque,,1.56,1.68,1.92,1.68,1.36,3.02,3.51,3.79
28/07/2024 01:33 p. m.,Ordeño,06:37,11.12,1,,,,,1,DI,1.02,1.38,1.56,1.32,0,0,0,0,5.42,4.62,4.71,4.81,VMS 3,,Tanque,,1.44,1.86,1.98,1.74,1.27,2.67,3.80,3.38
29/07/2024 04:21 p. m.,Ordeño,07:26,14.86,1,,,,,1,DI,1.08,1.32,1.50,1.26,0,0,0,0,5.76,4.81,4.74,4.78,VMS 3,,Tanque,,1.56,1.74,1.86,1.62,2.22,3.48,4.55,4.61
30/07/2024 05:29 p. m.,Ordeño,08:54,16.10,1,,,,,1,,1.02,1.32,1.56,1.20,0,0,0,0,5.58,5.10,4.85,5.04,VMS 3,,Tanque,,1.50,1.80,1.98,1.50,2.23,4.28,4.77,4.82
31/07/2024 02:07 p. m.,Ordeño,05:25,12.29,1,,,,,1,"DD,TD",1.08,1.26,1.56,1.14,0,0,0,0,3.61,4.88,4.67,4.80,VMS 3,,Tanque,,1.44,1.62,1.92,1.56,1.84,3.15,3.96,3.34
01/08/2024 05:39 a. m.,Ordeño,07:25,12.03,1,,,,,1,,1.02,1.02,1.56,1.14,349,0,0,0,5.36,4.78,4.67,4.76,VMS 3,,Tanque,,1.44,1.50,1.98,1.68,1.20,2.85,4.06,3.92
01/08/2024 07:02 p. m.,Ordeño,06:18,10.54,2,,,,,1,,1.02,1.14,1.50,1.20,0,0,0,0,5.06,4.71,4.62,4.71,VMS 3,,Tanque,,1.56,1.56,1.86,1.62,0.99,2.45,3.53,3.57
02/08/2024 08:18 a. m.,Ordeño,05:08,10.76,1,,,,,1,,1.02,1.08,1.56,1.32,547,0,0,0,5.21,4.66,4.63,4.66,VMS 3,,Tanque,,1.56,1.56,1.92,1.62,0.90,2.65,3.65,3.56
03/08/2024 12:02 a. m.,Ordeño,06:52,8.46,1,,,TD,TD,1,DI,1.02,1.20,1.62,0.00,368,0,0,0,5.33,4.67,4.57,0.00,VMS 3,,Tanque,,1.38,1.62,2.16,0.00,1.34,2.90,4.22,0.00
04/08/2024 01:44 a. m.,Ordeño,08:27,9.04,1,,,TD,TD,1,,1.08,1.14,1.62,0.00,379,0,0,0,5.19,4.84,4.56,0.00,VMS 3,,Tanque,,1.38,1.50,2.10,0.00,1.23,3.58,4.23,0.00
04/08/2024 08:13 p. m.,Ordeño,05:16,8.52,3,,DD,DD,,1,,1.02,0.42,1.56,1.20,480,0,0,0,5.00,1.14,4.60,4.58,VMS 3,,Tanque,,1.38,0.96,1.92,1.56,1.08,0.31,3.46,3.67
06/08/2024 07:23 a. m.,Ordeño,04:51,8.35,1,,,TD,TD,1,,0.90,1.08,1.50,0.00,0,0,0,0,4.85,4.63,4.44,0.00,VMS 3,,Tanque,,1.32,1.44,1.86,0.00,1.32,3.15,3.88,0.00
06/08/2024 03:45 p. m.,Ordeño,07:05,9.77,2,,,,,1,,0.78,1.02,1.38,1.14,0,0,0,0,4.59,4.39,4.42,4.63,VMS 3,,Tanque,,1.14,1.44,1.74,1.44,0.75,1.74,2.38,4.90
09/08/2024 12:49 p. m.,Ordeño,05:57,12.07,1,,,,,1,,0.96,1.08,1.56,1.20,0,0,0,0,4.92,4.58,4.56,4.57,VMS 3,,Tanque,,1.32,1.44,2.22,1.50,1.20,2.97,3.95,3.95
10/08/2024 02:41 a. m.,Ordeño,06:27,12.84,1,,,,,1,,1.02,1.02,1.68,1.08,0,0,0,0,4.45,4.48,4.13,4.42,VMS 3,,Tanque,,1.44,1.44,2.10,1.56,1.32,3.24,4.05,4.23
11/08/2024 01:22 a. m.,Ordeño,06:24,16.27,1,,,,,1,,1.08,1.20,1.62,1.32,0,0,0,0,5.30,5.18,4.48,4.93,VMS 3,,Tanque,,1.44,1.62,2.28,1.68,1.81,3.93,5.16,5.37
11/08/2024 01:48 p. m.,Ordeño,05:59,11.53,2,,,,,1,,0.96,1.08,1.32,1.14,0,0,0,0,5.16,4.79,4.45,4.70,VMS 3,,Tanque,,1.38,1.56,1.68,1.50,1.17,2.65,4.02,3.69
12/08/2024 12:56 a. m.,Ordeño,07:19,6.53,1,,,TD,TD,1,,0.96,1.02,1.32,0.00,628,0,0,0,4.76,4.57,4.44,0.00,VMS 3,,Tanque,,1.38,1.38,1.92,0.00,1.13,2.54,2.86,0.00
15/08/2024 03:58 a. m.,Ordeño,05:39,14.46,1,,,,,1,,0.96,1.32,1.50,1.32,0,0,0,0,5.19,4.98,4.51,4.75,VMS 3,,Tanque,,1.38,1.80,1.98,1.62,1.65,4.17,4.09,4.55
15/08/2024 04:09 p. m.,Ordeño,05:22,11.90,2,,,,,1,,0.96,1.08,1.44,1.26,0,0,0,0,5.00,4.79,4.50,4.61,VMS 3,,Tanque,,1.38,1.38,1.86,1.50,1.16,2.75,4.11,3.88
20/08/2024 01:03 a. m.,Ordeño,06:27,15.37,1,,,,,1,,1.14,1.26,1.62,1.32,347,0,0,0,5.09,5.05,4.61,5.08,VMS 3,,Tanque,,1.56,1.74,2.04,1.68,1.72,3.94,4.31,5.40
20/08/2024 02:26 p. m.,Ordeño,10:10,13.50,2,,,,,1,,1.02,1.14,1.62,1.20,451,0,0,0,4.48,4.63,4.60,4.71,VMS 3,,Tanque,,1.44,1.62,2.04,1.68,1.31,3.30,4.36,4.53
24/08/2024 09:34 a. m.,Ordeño,08:00,9.53,1,,,TD,TD,1,,1.08,1.14,1.68,0.00,0,0,0,0,4.52,4.86,4.60,0.00,VMS 3,,Tanque,,1.44,1.56,2.22,0.00,1.49,3.78,4.26,0.00
25/08/2024 12:36 a. m.,Ordeño,06:24,14.25,1,,,,,1,,1.02,1.14,1.68,1.20,0,0,0,0,4.65,4.63,4.38,4.97,VMS 3,,Tanque,,1.50,1.56,2.04,1.56,1.42,3.79,4.35,4.69
26/08/2024 11:39 p. m.,Ordeño,06:05,16.45,2,,,,,1,,1.08,1.14,1.68,1.26,0,0,0,0,3.68,4.45,4.43,4.25,VMS 3,,Tanque,,1.50,1.62,2.16,1.74,1.82,3.90,5.70,5.03
27/08/2024 02:02 p. m.,Ordeño,08:21,15.76,1,,,,,1,,1.02,1.08,1.62,1.32,0,0,0,0,4.19,4.47,4.25,4.45,VMS 3,,Tanque,,1.50,1.50,2.04,1.74,1.63,3.66,5.30,5.17
28/08/2024 04:15 a. m.,Ordeño,06:55,16.09,1,,,,,1,,1.20,1.08,1.74,1.38,0,0,0,0,4.02,4.54,4.41,4.50,VMS 3,,Tanque,,2.22,1.44,2.10,1.86,1.70,3.87,5.04,5.48
28/08/2024 08:39 p. m.,Ordeño,08:19,17.75,2,,,,,1,,1.02,1.08,1.62,1.32,319,0,0,0,4.27,4.71,4.54,4.43,VMS 3,,Tanque,,1.50,1.44,2.04,1.68,1.92,4.20,5.53,6.10
30/08/2024 11:13 p. m.,Ordeño,07:26,16.30,2,,,,,1,,1.02,1.20,1.68,1.26,300,0,0,0,4.96,4.46,4.66,5.01,VMS 3,,Tanque,,1.50,1.50,1.98,1.62,1.70,4.11,5.20,5.29
31/08/2024 09:06 p. m.,Ordeño,07:59,18.96,1,,,,,1,,1.20,1.26,1.68,1.32,519,0,0,0,5.03,4.97,4.52,4.99,VMS 3,,Tanque,,1.56,1.68,2.10,1.68,2.21,4.45,6.07,6.23
01/09/2024 10:32 a. m.,Ordeño,07:53,10.27,1,,,TD,TD,1,,1.02,1.14,1.68,0.00,0,0,0,0,4.83,4.55,4.40,0.00,VMS 3,,Tanque,,1.44,1.68,2.16,0.00,1.62,3.40,5.25,0.00
02/09/2024 02:12 a. m.,Ordeño,08:50,17.00,1,,,,,1,,0.96,1.38,1.62,1.44,0,0,0,0,4.69,4.61,4.58,4.68,VMS 3,,Tanque,,1.38,1.80,2.10,1.74,1.65,4.05,6.06,5.24
02/09/2024 05:57 p. m.,Ordeño,05:56,17.41,2,,,,,1,,1.02,1.20,1.74,1.26,0,0,0,0,5.42,5.21,4.96,0.00,VMS 1,,Tanque,,1.50,1.68,2.34,1.68,1.66,4.14,6.45,5.16
09/09/2024 02:17 p. m.,Ordeño,08:07,17.61,1,,,,,1,,0.96,1.14,1.98,1.14,0,0,0,0,5.02,5.47,4.62,0.00,VMS 1,,Tanque,,1.32,1.56,2.64,1.56,1.61,4.48,6.23,5.29
20/09/2024 08:36 p. m.,Ordeño,09:41,17.48,2,,TD,,,1,,0.96,1.02,1.86,1.14,0,0,0,0,4.74,4.91,4.39,0.00,VMS 1,,Tanque,,1.32,1.44,2.46,1.68,1.60,4.17,6.68,5.03
29/09/2024 06:48 p. m.,Ordeño,11:43,19.87,1,,TD,,,1,,0.84,1.08,1.92,1.26,0,0,0,0,4.77,5.27,4.88,0.00,VMS 1,,Tanque,,1.20,1.44,2.58,1.62,1.94,5.22,7.46,5.25
02/10/2024 11:17 a. m.,Ordeño,08:39,19.22,1,,,,,1,DD,0.90,1.38,1.80,1.32,0,0,0,0,5.23,6.17,5.26,0.00,VMS 1,,Tanque,,1.44,1.92,2.40,1.74,1.84,5.19,6.56,5.63
05/11/2024 04:25 p. m.,Ordeño,07:13,18.41,1,,,,,1,,1.20,1.44,1.74,1.44,0,0,0,0,5.11,5.64,5.17,0.00,VMS 1,,Tanque,,1.56,1.80,2.28,1.92,1.88,4.26,5.89,6.38
26/11/2024 02:45 a. m.,Ordeño,06:12,18.36,1,,,,,1,,1.14,1.50,2.16,1.56,0,0,0,0,5.19,4.99,4.68,0.00,VMS 1,,Tanque,,1.56,1.92,2.82,1.92,1.62,3.94,6.43,6.37
10/01/2025 11:44 a. m.,Ordeño,06:37,20.22,1,,,,,1,,1.14,1.50,2.46,1.56,0,0,0,0,5.13,5.24,4.36,0.00,VMS 1,,Tanque,,1.50,1.92,3.06,1.98,1.99,4.45,7.35,6.43
15/01/2025 08:32 a. m.,Ordeño,06:43,19.59,1,,,,,1,,1.26,1.74,2.40,1.74,0,0,0,0,4.74,5.00,4.27,0.00,VMS 1,,Tanque,,1.74,2.28,3.12,2.52,1.75,4.58,6.69,6.57
03/03/2025 02:07 a. m.,Ordeño,06:24,21.03,1,,,,,1,,1.20,1.62,2.22,1.74,0,0,0,0,4.54,4.43,4.33,4.39,VMS 2,,Tanque,,1.68,2.22,2.94,2.46,1.71,4.77,7.13,7.42
13/03/2025 01:40 p. m.,Ordeño,06:05,19.34,1,,,,,1,DI,1.14,1.68,2.16,1.68,0,0,0,0,4.74,4.38,4.18,4.00,VMS 2,,Tanque,,1.62,2.22,2.76,2.28,2.23,4.16,6.84,6.11
04/08/2025 06:34 a. m.,Ordeño,04:20,5.95,2,,,,,1,DI,1.02,0.78,1.32,1.08,0,0,0,0,4.89,4.19,4.11,4.03,VMS 3,,Tanque,,1.38,1.50,2.10,1.62,1.77,0.96,1.64,1.58
